sample	contig_id	e1b_change	has_e1a	tier_frozen	tier_recomp_orig	tier_corrected
UC028_V2	NODE_39484_length_150_cov_1.568421	lost	False	3	3	0
UC028_V2	NODE_21875_length_281_cov_5.429204	lost	False	3	3	0
UC028_V2	NODE_33507_length_214_cov_1.283019	lost	False	3	3	0
UC028_V2	NODE_10685_length_517_cov_1.854978	lost	False	3	3	0
UC028_V2	NODE_21078_length_290_cov_2.621277	lost	False	3	3	0
UC028_V2	NODE_35875_length_192_cov_1.861314	lost	False	3	3	0
UC028_V2	NODE_27053_length_248_cov_1.165803	lost	False	3	3	0
UC028_V2	NODE_27446_length_245_cov_5.705263	lost	False	3	3	0
UC028_V2	NODE_51228_length_96_cov_47.829268	lost	False	3	3	0
UC028_V2	NODE_14349_length_405_cov_1.428571	lost	False	3	3	0
UC028_V2	NODE_25980_length_254_cov_1.869347	lost	False	3	3	0
UC028_V2	NODE_16652_length_356_cov_3.401993	lost	False	3	3	0
UC028_V2	NODE_19501_length_311_cov_1.875000	lost	False	3	3	0
UC028_V2	NODE_39601_length_149_cov_2.085106	lost	False	3	3	0
UC028_V2	NODE_3938_length_1094_cov_2.956689	lost	False	3	3	0
UC028_V2	NODE_10946_length_507_cov_1.506637	lost	False	3	3	0
UC028_V2	NODE_19957_length_305_cov_0.872000	lost	False	3	3	0
UC028_V2	NODE_31034_length_226_cov_3.391813	lost	False	3	3	0
UC028_V2	NODE_22052_length_280_cov_2.133333	lost	False	3	3	0
UC028_V2	NODE_1379_length_2327_cov_57.726232	lost	False	3	3	0
UC028_V2	NODE_25083_length_260_cov_0.965854	lost	False	3	3	0
UC028_V2	NODE_4526_length_987_cov_7.022532	lost	False	3	3	0
UC028_V2	NODE_19590_length_310_cov_1.447059	lost	False	3	3	0
UC028_V2	NODE_13154_length_435_cov_1.860526	lost	False	3	3	0
UC028_V2	NODE_21922_length_281_cov_1.544248	lost	False	3	3	0
UC028_V2	NODE_4021_length_1079_cov_1.587891	lost	False	3	3	0
UC028_V2	NODE_35245_length_204_cov_2.845638	lost	False	3	3	0
UC028_V2	NODE_47546_length_109_cov_5.611111	lost	False	3	3	0
UC028_V2	NODE_13968_length_414_cov_1.412256	lost	False	3	3	0
UC028_V2	NODE_27789_length_244_cov_1.010582	lost	False	3	3	0
UC028_V2	NODE_41766_length_132_cov_3.259740	lost	False	3	3	0
UC028_V2	NODE_48074_length_107_cov_4.653846	lost	False	3	3	-1
UC028_V2	NODE_1009_length_2877_cov_3.043940	lost	False	3	3	0
UC028_V2	NODE_39031_length_154_cov_1.333333	lost	False	3	3	-1
UC028_V2	NODE_30383_length_230_cov_1.097143	lost	False	3	3	0
UC028_V2	NODE_21151_length_289_cov_8.820513	lost	False	3	3	0
UC028_V2	NODE_31442_length_224_cov_3.751479	lost	False	3	3	0
UC028_V2	NODE_18865_length_321_cov_1.082707	lost	False	3	3	0
UC028_V2	NODE_50232_length_100_cov_2.866667	lost	False	3	3	0
UC028_V2	NODE_38267_length_161_cov_1.433962	lost	False	3	3	0
UC028_V2	NODE_47841_length_108_cov_3.849057	lost	False	3	3	0
UC028_V2	NODE_24457_length_264_cov_1.377990	lost	False	3	3	0
UC028_V2	NODE_5189_length_892_cov_3.574671	lost	False	3	3	0
UC028_V2	NODE_1070_length_2753_cov_11.552632	lost	False	3	3	0
UC028_V2	NODE_7542_length_678_cov_3.378812	lost	False	3	3	0
UC028_V2	NODE_25925_length_254_cov_61.763819	lost	False	3	3	0
UC028_V2	NODE_32989_length_217_cov_1.043210	lost	False	3	3	0
UC028_V2	NODE_9552_length_565_cov_2.450980	lost	False	2	2	3
UC028_V2	NODE_7346_length_691_cov_2.168239	lost	False	3	3	0
UC028_V2	NODE_2823_length_1392_cov_2.848168	lost	False	3	3	0
UC028_V2	NODE_18073_length_333_cov_1.726619	lost	False	3	3	0
UC028_V2	NODE_24284_length_265_cov_1.828571	lost	False	3	3	0
UC028_V2	NODE_28057_length_242_cov_1.775401	lost	False	3	3	0
UC028_V2	NODE_38547_length_158_cov_3.203883	lost	False	3	3	0
UC028_V2	NODE_14866_length_393_cov_1.130178	lost	False	3	3	0
UC028_V2	NODE_3640_length_1161_cov_2.827306	lost	False	3	3	0
UC028_V2	NODE_14626_length_398_cov_3.524781	lost	False	3	3	0
UC028_V2	NODE_31485_length_224_cov_2.260355	lost	False	3	3	0
UC028_V2	NODE_425_length_5116_cov_7.820391	lost	False	3	3	0
UC028_V2	NODE_30335_length_230_cov_1.617143	lost	False	3	3	0
UC028_V2	NODE_40072_length_145_cov_1.777778	lost	False	3	3	0
UC028_V2	NODE_27342_length_246_cov_1.345550	lost	False	3	3	0
UC028_V2	NODE_11127_length_500_cov_1.465169	lost	False	2	2	3
UC028_V2	NODE_24164_length_266_cov_1.364929	lost	False	3	3	0
UC028_V2	NODE_24733_length_262_cov_2.338164	lost	False	3	3	0
UC028_V2	NODE_38553_length_158_cov_2.902913	lost	False	3	3	0
UC028_V2	NODE_48309_length_106_cov_10.196078	lost	False	3	3	0
UC028_V2	NODE_29648_length_234_cov_1.072626	lost	False	3	3	0
UC028_V2	NODE_3032_length_1328_cov_2.476826	lost	False	3	3	0
UC028_V2	NODE_40935_length_138_cov_3.638554	lost	False	3	3	0
UC028_V2	NODE_41191_length_136_cov_6.185185	lost	False	3	3	-1
UC028_V2	NODE_15918_length_370_cov_1.387302	lost	False	3	3	0
UC028_V2	NODE_6208_length_782_cov_4.433287	lost	False	3	3	0
UC028_V2	NODE_28484_length_240_cov_1.167568	lost	False	3	3	0
UC028_V2	NODE_14106_length_410_cov_4.135211	lost	False	3	3	0
UC028_V2	NODE_14374_length_404_cov_2.106017	lost	False	3	3	0
UC028_V2	NODE_37852_length_165_cov_3.281818	lost	False	3	3	0
UC028_V2	NODE_73660_length_62_cov_3.000000	lost	False	3	3	-1
UC028_V2	NODE_836_length_3251_cov_21.719024	lost	False	3	3	0
UC028_V2	NODE_71877_length_63_cov_11.000000	lost	False	3	3	-1
UC028_V2	NODE_7363_length_690_cov_1.886614	lost	False	3	3	0
UC028_V2	NODE_49537_length_102_cov_3.148936	lost	False	3	3	0
UC028_V2	NODE_17437_length_343_cov_4.097222	lost	False	3	3	0
UC028_V2	NODE_14974_length_390_cov_1.698507	lost	False	3	3	0
UC028_V2	NODE_7734_length_665_cov_2.124590	lost	False	3	3	0
UC028_V2	NODE_9125_length_586_cov_3.348399	lost	False	3	3	0
UC028_V2	NODE_36461_length_182_cov_10.425197	lost	False	3	3	0
UC028_V2	NODE_48447_length_106_cov_3.352941	lost	False	3	3	0
UC028_V2	NODE_32181_length_221_cov_1.048193	lost	False	3	3	0
UC028_V2	NODE_917_length_3061_cov_4.115436	lost	False	3	3	0
UC028_V2	NODE_51514_length_96_cov_3.731707	lost	False	3	3	0
UC028_V2	NODE_32470_length_219_cov_2.341463	lost	False	3	3	0
UC028_V2	NODE_12965_length_440_cov_43.745455	lost	False	3	3	0
UC028_V2	NODE_10960_length_506_cov_2.086475	lost	False	3	3	-1
UC028_V2	NODE_20623_length_295_cov_24.225000	lost	False	3	3	0
UC028_V2	NODE_35916_length_191_cov_2.845588	lost	False	3	3	0
UC028_V2	NODE_5561_length_849_cov_3.748111	lost	False	3	3	0
UC028_V2	NODE_32051_length_221_cov_2.210843	lost	False	3	3	0
UC028_V2	NODE_35109_length_207_cov_1.157895	lost	False	3	3	0
UC028_V2	NODE_39729_length_147_cov_344.076087	lost	False	3	3	0
UC028_V2	NODE_9236_length_581_cov_2.028517	lost	False	3	3	0
UC028_V2	NODE_42809_length_125_cov_4.814286	lost	False	3	3	0
UC028_V2	NODE_26548_length_251_cov_1.158163	lost	False	3	3	0
UC028_V2	NODE_33811_length_213_cov_1.018987	lost	False	2	2	3
UC028_V2	NODE_7507_length_680_cov_2.630400	lost	False	3	3	0
UC028_V2	NODE_34407_length_210_cov_1.238710	lost	False	3	3	0
UC028_V2	NODE_31779_length_223_cov_1.000000	lost	False	3	3	0
UC028_V2	NODE_14186_length_408_cov_6.430595	lost	False	3	3	0
UC028_V2	NODE_54729_length_88_cov_2.666667	lost	False	3	3	0
UC028_V2	NODE_20900_length_292_cov_2.835443	lost	False	3	3	0
UC028_V2	NODE_30137_length_231_cov_1.636364	lost	False	3	3	0
UC028_V2	NODE_49195_length_103_cov_4.333333	lost	False	3	3	0
UC028_V2	NODE_35991_length_190_cov_1.481481	lost	False	2	2	3
UC028_V2	NODE_23121_length_273_cov_1.321101	lost	False	3	3	0
UC028_V2	NODE_38647_length_157_cov_8.049020	lost	False	3	3	0
UC028_V2	NODE_23360_length_271_cov_2.453704	lost	False	3	3	0
UC028_V2	NODE_8741_length_607_cov_3.452899	lost	False	3	3	0
UC028_V2	NODE_47787_length_108_cov_6.754717	lost	False	3	3	0
UC028_V2	NODE_1566_length_2110_cov_4.268613	lost	False	3	3	0
UC028_V2	NODE_17993_length_334_cov_2.064516	lost	False	3	3	-1
UC028_V2	NODE_25671_length_256_cov_1.532338	lost	False	3	3	0
UC028_V2	NODE_56108_length_85_cov_4.666667	lost	False	3	3	0
UC028_V2	NODE_34715_length_208_cov_4.098039	lost	False	3	3	0
UC028_V2	NODE_19255_length_314_cov_961.671815	lost	False	3	3	0
UC028_V2	NODE_3821_length_1118_cov_2.019755	lost	False	3	3	0
UC028_V2	NODE_13055_length_438_cov_1.501305	lost	False	3	3	0
UC028_V2	NODE_48131_length_107_cov_2.750000	lost	False	3	3	0
UC028_V2	NODE_33568_length_214_cov_1.207547	lost	False	3	3	0
UC028_V2	NODE_33115_length_216_cov_1.192547	lost	False	3	3	0
UC028_V2	NODE_12095_length_465_cov_2.809756	lost	False	3	3	-1
UC028_V2	NODE_48355_length_106_cov_6.686275	lost	False	3	3	0
UC028_V2	NODE_25855_length_255_cov_1.440000	lost	False	3	3	0
UC028_V2	NODE_53001_length_92_cov_3.918919	lost	False	3	3	-1
UC028_V2	NODE_50615_length_98_cov_23.604651	lost	False	3	3	0
UC028_V2	NODE_6423_length_764_cov_5.146685	lost	False	3	3	0
UC028_V2	NODE_10758_length_513_cov_7.063319	lost	False	3	3	0
UC028_V2	NODE_47531_length_109_cov_6.425926	lost	False	3	3	-1
UC028_V2	NODE_24281_length_265_cov_1.828571	lost	False	3	3	0
UC028_V2	NODE_23405_length_271_cov_1.472222	lost	False	3	3	-1
UC028_V2	NODE_38815_length_156_cov_1.267327	lost	False	3	3	0
UC028_V2	NODE_21905_length_281_cov_1.893805	lost	False	3	3	0
UC028_V2	NODE_1690_length_2004_cov_2.993330	lost	False	3	3	0
UC028_V2	NODE_47991_length_107_cov_13.942308	lost	False	3	3	0
UC028_V2	NODE_47607_length_109_cov_2.777778	lost	False	3	3	0
UC028_V2	NODE_15421_length_380_cov_2.926154	lost	False	3	3	0
UC028_V2	NODE_10756_length_513_cov_23.934498	lost	False	3	3	0
UC028_V2	NODE_30309_length_230_cov_1.942857	lost	False	3	3	0
UC028_V2	NODE_11034_length_503_cov_2.303571	lost	False	2	2	3
UC028_V2	NODE_51770_length_95_cov_12.300000	lost	False	3	3	0
UC028_V2	NODE_60668_length_76_cov_34.761905	lost	False	3	3	0
UC028_V2	NODE_8162_length_638_cov_2.583190	lost	False	3	3	0
UC028_V2	NODE_33210_length_215_cov_7.037500	lost	False	3	3	0
UC028_V2	NODE_18593_length_325_cov_1.081481	lost	False	3	3	0
UC028_V2	NODE_33778_length_213_cov_1.215190	lost	False	3	3	0
UC028_V2	NODE_12075_length_466_cov_2.014599	lost	False	3	3	0
UC028_V2	NODE_33945_length_212_cov_1.222930	lost	False	3	3	0
UC028_V2	NODE_1714_length_1989_cov_2.581179	lost	False	3	3	0
UC028_V2	NODE_28116_length_242_cov_1.026738	lost	False	3	3	0
UC028_V2	NODE_37639_length_167_cov_3.125000	lost	False	3	3	0
UC028_V2	NODE_2299_length_1612_cov_3.063584	lost	False	3	3	0
UC028_V2	NODE_27496_length_245_cov_1.715789	lost	False	2	2	3
UC028_V2	NODE_34892_length_208_cov_1.124183	lost	False	3	3	0
UC028_V2	NODE_52298_length_94_cov_3.230769	lost	False	3	3	0
UC028_V2	NODE_37583_length_167_cov_24.767857	lost	False	3	3	0
UC028_V2	NODE_20601_length_296_cov_1.402490	lost	False	3	3	-1
UC028_V2	NODE_33292_length_215_cov_1.681250	lost	False	3	3	0
UC028_V2	NODE_32831_length_217_cov_2.648148	lost	False	3	3	0
UC028_V2	NODE_25580_length_257_cov_0.950495	lost	False	3	3	0
UC028_V2	NODE_40921_length_138_cov_4.602410	lost	False	3	3	0
UC028_V2	NODE_21925_length_281_cov_1.446903	lost	False	3	3	0
UC028_V2	NODE_5619_length_844_cov_1.655260	lost	False	3	3	0
UC028_V2	NODE_10171_length_537_cov_3.062241	lost	False	3	3	0
UC028_V2	NODE_14965_length_390_cov_2.483582	lost	False	3	3	0
UC028_V2	NODE_36821_length_177_cov_3.950820	lost	False	3	3	0
UC028_V2	NODE_2514_length_1520_cov_3.810922	lost	False	3	3	0
UC028_V2	NODE_727_length_3589_cov_3.312960	lost	False	3	3	0
UC028_V2	NODE_41216_length_136_cov_3.234568	lost	False	3	3	0
UC028_V2	NODE_12312_length_459_cov_1.289604	lost	False	3	3	0
UC028_V2	NODE_47308_length_110_cov_3.200000	lost	False	3	3	0
UC028_V2	NODE_29327_length_236_cov_0.812155	lost	False	3	3	0
UC028_V2	NODE_3443_length_1208_cov_8.369471	lost	False	3	3	0
UC028_V2	NODE_14869_length_393_cov_0.852071	lost	False	3	3	0
UC028_V2	NODE_27658_length_244_cov_2.031746	lost	False	3	3	0
UC028_V2	NODE_24033_length_267_cov_0.905660	lost	False	3	3	0
UC028_V2	NODE_24876_length_261_cov_3.990291	lost	False	3	3	0
UC028_V2	NODE_36895_length_176_cov_5.214876	lost	False	3	3	0
UC028_V2	NODE_36333_length_185_cov_1.176923	lost	False	3	3	0
UC028_V2	NODE_22466_length_277_cov_5.981982	lost	False	3	3	0
UC028_V2	NODE_23964_length_267_cov_2.207547	lost	False	3	3	0
UC028_V2	NODE_40015_length_145_cov_10.411111	lost	False	3	3	0
UC028_V2	NODE_11441_length_488_cov_1.397229	lost	False	3	3	0
UC028_V2	NODE_20021_length_304_cov_1.176707	lost	False	3	3	0
UC028_V2	NODE_17610_length_340_cov_2.915789	lost	False	3	3	0
UC028_V2	NODE_9905_length_549_cov_2.914980	lost	False	3	3	0
UC028_V2	NODE_497_length_4584_cov_75.916979	lost	False	3	3	0
UC028_V2	NODE_29369_length_235_cov_2.238889	lost	False	3	3	0
UC028_V2	NODE_43621_length_120_cov_7.215385	lost	False	3	3	0
UC028_V2	NODE_13038_length_438_cov_3.146214	lost	False	3	3	0
UC028_V2	NODE_35770_length_194_cov_3.115108	lost	False	3	3	0
UC028_V2	NODE_48935_length_104_cov_5.224490	lost	False	3	3	-1
UC028_V2	NODE_25960_length_254_cov_2.231156	lost	False	3	3	0
UC028_V2	NODE_6491_length_758_cov_3.411095	lost	False	3	3	0
UC028_V2	NODE_42694_length_126_cov_3.084507	lost	False	3	3	0
UC028_V2	NODE_36907_length_176_cov_2.793388	lost	False	3	3	0
UC028_V2	NODE_33673_length_213_cov_2.259494	lost	False	3	3	0
UC028_V2	NODE_48127_length_107_cov_2.807692	lost	False	3	3	0
UC028_V2	NODE_17747_length_338_cov_2.374558	lost	False	3	3	0
UC028_V2	NODE_11869_length_472_cov_1.841727	lost	False	3	3	0
UC028_V2	NODE_1710_length_1990_cov_4.053747	lost	False	3	3	0
UC028_V2	NODE_2810_length_1398_cov_4.906180	lost	False	3	3	0
UC028_V2	NODE_1437_length_2257_cov_1.879655	lost	False	3	3	0
UC028_V2	NODE_39602_length_149_cov_2.074468	lost	False	3	3	0
UC028_V2	NODE_1061_length_2770_cov_10.951381	lost	False	3	3	0
UC028_V2	NODE_22809_length_275_cov_1.745455	lost	False	3	3	0
UC028_V2	NODE_38135_length_162_cov_4.757009	lost	False	3	3	0
UC028_V2	NODE_921_length_3052_cov_3.249917	lost	False	3	3	0
UC028_V2	NODE_17800_length_337_cov_2.475177	lost	False	3	3	0
UC028_V2	NODE_34445_length_210_cov_1.077419	lost	False	3	3	0
UC028_V2	NODE_15065_length_388_cov_1.729730	lost	False	3	3	0
UC028_V2	NODE_37650_length_167_cov_1.732143	lost	False	3	3	0
UC028_V2	NODE_12150_length_463_cov_4.377451	lost	False	3	3	0
UC028_V2	NODE_9742_length_557_cov_2.370518	lost	False	3	3	0
UC028_V2	NODE_25077_length_260_cov_1.317073	lost	False	3	3	0
UC028_V2	NODE_15602_length_377_cov_1.136646	lost	False	3	3	0
UC028_V2	NODE_13682_length_421_cov_1.775956	lost	False	3	3	0
UC028_V2	NODE_47870_length_108_cov_2.792453	lost	False	3	3	0
UC028_V2	NODE_9232_length_581_cov_2.705323	lost	False	3	3	0
UC028_V2	NODE_42386_length_128_cov_3.219178	lost	False	3	3	0
UC028_V2	NODE_8805_length_604_cov_3.204007	lost	False	3	3	0
UC028_V2	NODE_2568_length_1497_cov_115.518724	lost	False	3	3	0
UC028_V2	NODE_11373_length_490_cov_5.105747	lost	False	3	3	0
UC028_V2	NODE_47539_length_109_cov_6.055556	lost	False	3	3	0
UC028_V2	NODE_7277_length_695_cov_4.181250	lost	False	3	3	0
UC028_V2	NODE_20428_length_298_cov_2.395062	lost	False	3	3	0
UC028_V2	NODE_815_length_3297_cov_7.675200	lost	False	3	3	0
UC028_V2	NODE_36372_length_184_cov_4.604651	lost	False	3	3	0
UC028_V2	NODE_28524_length_240_cov_1.037838	lost	False	3	3	0
UC028_V2	NODE_31536_length_224_cov_1.171598	lost	False	3	3	0
UC028_V2	NODE_39814_length_147_cov_3.239130	lost	False	3	3	0
UC028_V2	NODE_1143_length_2626_cov_4.764683	lost	False	3	3	0
UC028_V2	NODE_20883_length_292_cov_9.172996	lost	False	3	3	0
UC028_V2	NODE_18059_length_333_cov_2.356115	lost	False	3	3	0
UC028_V2	NODE_7334_length_692_cov_1.747253	lost	False	3	3	0
UC028_V2	NODE_17915_length_335_cov_9.010714	lost	False	3	3	0
UC028_V2	NODE_8121_length_640_cov_2.841026	lost	False	3	3	0
UC028_V2	NODE_15554_length_377_cov_24.875776	lost	False	3	3	0
UC028_V2	NODE_40930_length_138_cov_3.903614	lost	False	3	3	0
UC028_V2	NODE_18832_length_321_cov_2.214286	lost	False	3	3	0
UC028_V2	NODE_28121_length_242_cov_1.026738	lost	False	3	3	0
UC028_V2	NODE_48418_length_106_cov_4.058824	lost	False	3	3	0
UC028_V2	NODE_14554_length_400_cov_1.785507	lost	False	3	3	0
UC028_V2	NODE_35753_length_194_cov_6.805755	lost	False	3	3	0
UC028_V2	NODE_34960_length_207_cov_2.546053	lost	False	3	3	0
UC028_V2	NODE_20580_length_296_cov_1.991701	lost	False	3	3	0
UC028_V2	NODE_23347_length_271_cov_3.875000	lost	False	3	3	0
UC028_V2	NODE_6799_length_733_cov_1.713864	lost	False	2	2	3
UC028_V2	NODE_9117_length_587_cov_1.385338	lost	False	3	3	0
UC028_V2	NODE_35001_length_207_cov_1.894737	lost	False	3	3	0
UC028_V2	NODE_28703_length_239_cov_1.043478	lost	False	3	3	0
