contig_id	label	source_genome	source_category	pident	query_coverage	length
NODE_1044_length_7259_cov_47.824283	background	-	-	-	-	7259
NODE_1045_length_7257_cov_2.578830	background	-	-	-	-	7257
NODE_1046_length_7256_cov_22.421786	background	-	-	-	-	7256
NODE_1047_length_7256_cov_6.770024	background	-	-	-	-	7256
NODE_1048_length_7256_cov_3.702744	background	-	-	-	-	7256
NODE_1049_length_7247_cov_3.174059	background	-	-	-	-	7247
NODE_104_length_56683_cov_126.854503	background	-	-	-	-	56683
NODE_1050_length_7245_cov_187.264788	background	-	-	-	-	7245
NODE_1051_length_7234_cov_3.578315	background	-	-	-	-	7234
NODE_1052_length_7233_cov_136.638066	bacterial	NZ_CP065631.1	negative_control	98.3	99.7	7233
NODE_1053_length_7229_cov_6.190716	background	-	-	-	-	7229
NODE_1054_length_7217_cov_13.029832	background	-	-	-	-	7217
NODE_1055_length_7213_cov_2.847534	background	-	-	-	-	7213
NODE_1056_length_7187_cov_37.088889	background	-	-	-	-	7187
NODE_1057_length_7185_cov_3.376899	background	-	-	-	-	7185
NODE_1058_length_7180_cov_17.310151	background	-	-	-	-	7180
NODE_1059_length_7180_cov_4.937491	background	-	-	-	-	7180
NODE_105_length_56451_cov_10.031078	background	-	-	-	-	56451
NODE_1060_length_7168_cov_5.546608	background	-	-	-	-	7168
NODE_1061_length_7158_cov_8.895495	background	-	-	-	-	7158
NODE_1062_length_7155_cov_3.165160	background	-	-	-	-	7155
NODE_1063_length_7154_cov_29.243465	bacterial	NZ_AP012332.1	negative_control	97.8	99.9	7154
NODE_1064_length_7124_cov_181.353200	background	-	-	-	-	7124
NODE_1065_length_7115_cov_36.845126	background	-	-	-	-	7115
NODE_1066_length_7108_cov_10.439198	background	-	-	-	-	7108
NODE_1067_length_7106_cov_83.592403	background	-	-	-	-	7106
NODE_1068_length_7088_cov_7.180573	background	-	-	-	-	7088
NODE_1069_length_7075_cov_3.874821	background	-	-	-	-	7075
NODE_106_length_56447_cov_54.830300	bacterial	NZ_CP049230.1	negative_control	98.8	93.9	56447
NODE_1070_length_7067_cov_146.001288	bacterial	NZ_CP065631.1	negative_control	96.8	95.0	7067
NODE_1071_length_7066_cov_7.935470	background	-	-	-	-	7066
NODE_1072_length_7050_cov_143.905779	background	-	-	-	-	7050
NODE_1073_length_7047_cov_119.304878	background	-	-	-	-	7047
NODE_1074_length_7043_cov_47.576945	background	-	-	-	-	7043
NODE_1075_length_7032_cov_11.382027	background	-	-	-	-	7032
NODE_1076_length_7017_cov_5.100000	background	-	-	-	-	7017
NODE_1077_length_7015_cov_10.230470	background	-	-	-	-	7015
NODE_1078_length_7011_cov_11.360686	bacterial	NZ_CP011280.1	negative_control	98.9	100.0	7011
NODE_1079_length_7006_cov_5.624333	background	-	-	-	-	7006
NODE_107_length_54174_cov_66.210252	background	-	-	-	-	54174
NODE_1080_length_7006_cov_5.096406	background	-	-	-	-	7006
NODE_1081_length_7006_cov_4.687401	background	-	-	-	-	7006
NODE_1082_length_7002_cov_13.920722	background	-	-	-	-	7002
NODE_1083_length_7002_cov_4.845776	background	-	-	-	-	7002
NODE_1084_length_6999_cov_58.791245	background	-	-	-	-	6999
NODE_1085_length_6954_cov_12.158354	background	-	-	-	-	6954
NODE_1086_length_6937_cov_8.335131	background	-	-	-	-	6937
NODE_1087_length_6933_cov_4.690490	background	-	-	-	-	6933
NODE_1088_length_6923_cov_6.401402	background	-	-	-	-	6923
NODE_1089_length_6918_cov_5.159187	background	-	-	-	-	6918
NODE_108_length_54115_cov_8.932492	background	-	-	-	-	54115
NODE_1090_length_6917_cov_6.787865	background	-	-	-	-	6917
NODE_1091_length_6904_cov_5.943606	background	-	-	-	-	6904
NODE_1092_length_6898_cov_4.579241	background	-	-	-	-	6898
NODE_1093_length_6888_cov_7.325943	background	-	-	-	-	6888
NODE_1094_length_6888_cov_3.525767	background	-	-	-	-	6888
NODE_1095_length_6877_cov_2.645147	background	-	-	-	-	6877
NODE_1096_length_6876_cov_30.190469	background	-	-	-	-	6876
NODE_1097_length_6872_cov_3.450625	background	-	-	-	-	6872
NODE_1098_length_6871_cov_81.938328	background	-	-	-	-	6871
NODE_1099_length_6854_cov_63.148296	background	-	-	-	-	6854
NODE_109_length_53846_cov_11.549815	background	-	-	-	-	53846
NODE_10_length_185806_cov_1165.628146	background	-	-	-	-	185806
NODE_1100_length_6840_cov_4.615851	background	-	-	-	-	6840
NODE_1101_length_6836_cov_3.694186	background	-	-	-	-	6836
NODE_1102_length_6831_cov_3.631478	background	-	-	-	-	6831
NODE_1103_length_6809_cov_72.091949	background	-	-	-	-	6809
NODE_1104_length_6807_cov_49.683061	bacterial	NZ_CP049230.1	negative_control	99.2	94.9	6807
NODE_1105_length_6807_cov_2.895542	background	-	-	-	-	6807
NODE_1106_length_6805_cov_11.875000	background	-	-	-	-	6805
NODE_1107_length_6804_cov_4.468114	background	-	-	-	-	6804
NODE_1108_length_6789_cov_5.556764	background	-	-	-	-	6789
NODE_1109_length_6788_cov_2.502161	background	-	-	-	-	6788
NODE_110_length_52793_cov_5.360384	background	-	-	-	-	52793
NODE_1110_length_6775_cov_114.473276	background	-	-	-	-	6775
NODE_1111_length_6772_cov_5.184615	background	-	-	-	-	6772
NODE_1112_length_6768_cov_3.957256	background	-	-	-	-	6768
NODE_1113_length_6756_cov_33.724510	bacterial	NZ_AP012332.1	negative_control	98.4	100.0	6756
NODE_1114_length_6752_cov_2.707715	background	-	-	-	-	6752
NODE_1115_length_6737_cov_183.553904	background	-	-	-	-	6737
NODE_1116_length_6734_cov_3.715337	background	-	-	-	-	6734
NODE_1117_length_6733_cov_4.477464	background	-	-	-	-	6733
NODE_1118_length_6729_cov_22.038184	background	-	-	-	-	6729
NODE_1119_length_6729_cov_6.471587	background	-	-	-	-	6729
NODE_111_length_52576_cov_10.643688	background	-	-	-	-	52576
NODE_1120_length_6719_cov_4.498645	background	-	-	-	-	6719
NODE_1121_length_6710_cov_8.613146	background	-	-	-	-	6710
NODE_1122_length_6708_cov_3.521490	background	-	-	-	-	6708
NODE_1123_length_6707_cov_2.631976	background	-	-	-	-	6707
NODE_1124_length_6699_cov_25.522803	background	-	-	-	-	6699
NODE_1125_length_6699_cov_4.093325	background	-	-	-	-	6699
NODE_1126_length_6676_cov_6.222913	background	-	-	-	-	6676
NODE_1127_length_6673_cov_117.646301	background	-	-	-	-	6673
NODE_1128_length_6665_cov_4.632362	background	-	-	-	-	6665
NODE_1129_length_6660_cov_5.486556	background	-	-	-	-	6660
NODE_112_length_52347_cov_1181.149857	background	-	-	-	-	52347
NODE_1130_length_6658_cov_25.884060	background	-	-	-	-	6658
NODE_1131_length_6657_cov_2.814134	background	-	-	-	-	6657
NODE_1132_length_6654_cov_4.637525	background	-	-	-	-	6654
NODE_1133_length_6649_cov_13.157943	bacterial	NZ_CP011280.1	negative_control	98.6	93.4	6649
NODE_1134_length_6637_cov_257.667530	background	-	-	-	-	6637
NODE_1135_length_6635_cov_88.504117	background	-	-	-	-	6635
NODE_1136_length_6633_cov_119.742221	background	-	-	-	-	6633
NODE_1137_length_6630_cov_197.182817	bacterial	NZ_CP065631.1	negative_control	98.6	99.7	6630
NODE_1138_length_6627_cov_5.024275	background	-	-	-	-	6627
NODE_1139_length_6620_cov_6.606297	background	-	-	-	-	6620
NODE_113_length_50855_cov_7.593860	background	-	-	-	-	50855
NODE_1140_length_6619_cov_231.807551	bacterial	NZ_AP012332.1	negative_control	98.6	100.0	6619
NODE_1141_length_6579_cov_6.192864	background	-	-	-	-	6579
NODE_1142_length_6573_cov_98.346829	background	-	-	-	-	6573
NODE_1143_length_6572_cov_2.713318	background	-	-	-	-	6572
NODE_1144_length_6571_cov_20.956575	background	-	-	-	-	6571
NODE_1145_length_6567_cov_11.828351	background	-	-	-	-	6567
NODE_1146_length_6563_cov_16.566759	background	-	-	-	-	6563
NODE_1147_length_6554_cov_3.970820	background	-	-	-	-	6554
NODE_1148_length_6549_cov_133.531675	background	-	-	-	-	6549
NODE_1149_length_6544_cov_79.080254	background	-	-	-	-	6544
NODE_114_length_50746_cov_15.316170	background	-	-	-	-	50746
NODE_1150_length_6533_cov_1083.958643	background	-	-	-	-	6533
NODE_1151_length_6533_cov_5.386307	background	-	-	-	-	6533
NODE_1152_length_6528_cov_3.321035	background	-	-	-	-	6528
NODE_1153_length_6515_cov_34.905716	bacterial	NZ_AP012332.1	negative_control	98.7	83.3	6515
NODE_1154_length_6508_cov_5.144457	background	-	-	-	-	6508
NODE_1155_length_6498_cov_3.204797	background	-	-	-	-	6498
NODE_1156_length_6493_cov_212.701216	background	-	-	-	-	6493
NODE_1157_length_6479_cov_9.753515	background	-	-	-	-	6479
NODE_1158_length_6474_cov_166.193997	background	-	-	-	-	6474
NODE_1159_length_6472_cov_2.964347	background	-	-	-	-	6472
NODE_115_length_50063_cov_14.017505	background	-	-	-	-	50063
NODE_1160_length_6471_cov_12.945887	background	-	-	-	-	6471
NODE_1161_length_6470_cov_5.687627	background	-	-	-	-	6470
NODE_1162_length_6453_cov_3.520703	background	-	-	-	-	6453
NODE_1163_length_6449_cov_39.475989	background	-	-	-	-	6449
NODE_1164_length_6449_cov_4.176083	background	-	-	-	-	6449
NODE_1165_length_6444_cov_180.146223	bacterial	NZ_CP065631.1	negative_control	96.3	100.0	6444
NODE_1166_length_6444_cov_19.006754	background	-	-	-	-	6444
NODE_1167_length_6435_cov_79.427178	background	-	-	-	-	6435
NODE_1168_length_6432_cov_3.926987	background	-	-	-	-	6432
NODE_1169_length_6431_cov_3.849386	background	-	-	-	-	6431
NODE_116_length_49730_cov_7.616982	background	-	-	-	-	49730
NODE_1170_length_6413_cov_15.115688	background	-	-	-	-	6413
NODE_1171_length_6412_cov_38.486661	background	-	-	-	-	6412
NODE_1172_length_6411_cov_4.408746	background	-	-	-	-	6411
NODE_1173_length_6371_cov_2.607563	background	-	-	-	-	6371
NODE_1174_length_6368_cov_5.590367	background	-	-	-	-	6368
NODE_1175_length_6368_cov_4.785408	background	-	-	-	-	6368
NODE_1176_length_6353_cov_9.373646	background	-	-	-	-	6353
NODE_1177_length_6351_cov_3.701945	background	-	-	-	-	6351
NODE_1178_length_6348_cov_12.605326	background	-	-	-	-	6348
NODE_1179_length_6342_cov_583.801596	background	-	-	-	-	6342
NODE_117_length_49699_cov_10.492141	background	-	-	-	-	49699
NODE_1180_length_6342_cov_83.698005	background	-	-	-	-	6342
NODE_1181_length_6340_cov_72.975251	background	-	-	-	-	6340
NODE_1182_length_6338_cov_3.035458	background	-	-	-	-	6338
NODE_1183_length_6330_cov_33.978730	background	-	-	-	-	6330
NODE_1184_length_6328_cov_206.902736	bacterial	NZ_CP065631.1	negative_control	98.9	100.0	6328
NODE_1185_length_6326_cov_8.532245	background	-	-	-	-	6326
NODE_1186_length_6324_cov_65.045142	background	-	-	-	-	6324
NODE_1187_length_6320_cov_13.716002	background	-	-	-	-	6320
NODE_1188_length_6317_cov_4.848077	background	-	-	-	-	6317
NODE_1189_length_6316_cov_2.744831	background	-	-	-	-	6316
NODE_118_length_49585_cov_77.628161	background	-	-	-	-	49585
NODE_1190_length_6311_cov_103.897177	background	-	-	-	-	6311
NODE_1191_length_6309_cov_13.205873	background	-	-	-	-	6309
NODE_1192_length_6307_cov_59.558427	background	-	-	-	-	6307
NODE_1193_length_6300_cov_12.882372	bacterial	NZ_CP011280.1	negative_control	98.6	100.0	6300
NODE_1194_length_6297_cov_10.006592	background	-	-	-	-	6297
NODE_1195_length_6290_cov_76.809432	background	-	-	-	-	6290
NODE_1196_length_6290_cov_13.183003	background	-	-	-	-	6290
NODE_1197_length_6290_cov_7.239981	background	-	-	-	-	6290
NODE_1198_length_6287_cov_3.884702	background	-	-	-	-	6287
NODE_1199_length_6286_cov_726.280722	background	-	-	-	-	6286
NODE_119_length_49262_cov_947.919040	background	-	-	-	-	49262
NODE_11_length_180231_cov_46.157066	background	-	-	-	-	180231
NODE_1200_length_6286_cov_3.891770	background	-	-	-	-	6286
NODE_1201_length_6270_cov_2.944938	background	-	-	-	-	6270
NODE_1202_length_6249_cov_4.175632	background	-	-	-	-	6249
NODE_1203_length_6246_cov_6.426325	background	-	-	-	-	6246
NODE_1204_length_6244_cov_6.146262	background	-	-	-	-	6244
NODE_1205_length_6242_cov_40.818329	background	-	-	-	-	6242
NODE_1206_length_6241_cov_3.009085	background	-	-	-	-	6241
NODE_1207_length_6239_cov_20.702856	background	-	-	-	-	6239
NODE_1208_length_6237_cov_5.062500	background	-	-	-	-	6237
NODE_1209_length_6230_cov_14.543800	bacterial	NZ_CP011280.1	negative_control	98.7	100.0	6230
NODE_120_length_48737_cov_54.433025	bacterial	NZ_CP049230.1	negative_control	98.8	96.3	48737
NODE_1210_length_6227_cov_3.735285	background	-	-	-	-	6227
NODE_1211_length_6224_cov_7.127867	background	-	-	-	-	6224
NODE_1212_length_6223_cov_3.164823	background	-	-	-	-	6223
NODE_1213_length_6220_cov_138.381573	background	-	-	-	-	6220
NODE_1214_length_6219_cov_2.870075	background	-	-	-	-	6219
NODE_1215_length_6216_cov_3.032579	background	-	-	-	-	6216
NODE_1216_length_6215_cov_12.145650	bacterial	NZ_CP011280.1	negative_control	98.5	100.0	6215
NODE_1217_length_6212_cov_3.539364	background	-	-	-	-	6212
NODE_1218_length_6211_cov_41.075970	background	-	-	-	-	6211
NODE_1219_length_6208_cov_35.005872	bacterial	NZ_AP012332.1	negative_control	96.2	89.6	6208
NODE_121_length_48685_cov_3.573260	background	-	-	-	-	48685
NODE_1220_length_6207_cov_5.135563	background	-	-	-	-	6207
NODE_1221_length_6206_cov_128.548703	background	-	-	-	-	6206
NODE_1222_length_6190_cov_5.190577	background	-	-	-	-	6190
NODE_1223_length_6190_cov_2.878129	background	-	-	-	-	6190
NODE_1224_length_6189_cov_11.248855	bacterial	NZ_CP011280.1	negative_control	99.2	98.4	6189
NODE_1225_length_6188_cov_3.432335	background	-	-	-	-	6188
NODE_1226_length_6187_cov_12.238789	bacterial	NZ_CP011280.1	negative_control	99.1	100.0	6187
NODE_1227_length_6185_cov_3.484610	background	-	-	-	-	6185
NODE_1228_length_6182_cov_6.038002	background	-	-	-	-	6182
NODE_1229_length_6177_cov_2.617705	background	-	-	-	-	6177
NODE_122_length_48586_cov_96.610485	background	-	-	-	-	48586
NODE_1230_length_6172_cov_40.978999	background	-	-	-	-	6172
NODE_1231_length_6170_cov_4.551288	background	-	-	-	-	6170
NODE_1232_length_6169_cov_155.641989	background	-	-	-	-	6169
NODE_1233_length_6164_cov_56.489897	background	-	-	-	-	6164
NODE_1234_length_6161_cov_4.266765	background	-	-	-	-	6161
NODE_1235_length_6158_cov_12.796908	background	-	-	-	-	6158
NODE_1236_length_6157_cov_5.085855	background	-	-	-	-	6157
NODE_1237_length_6145_cov_5.393705	background	-	-	-	-	6145
NODE_1238_length_6144_cov_42.564035	background	-	-	-	-	6144
NODE_1239_length_6142_cov_2.646661	background	-	-	-	-	6142
NODE_123_length_48511_cov_58.129289	background	-	-	-	-	48511
NODE_1240_length_6138_cov_12.378815	bacterial	NZ_CP011280.1	negative_control	98.7	87.3	6138
NODE_1241_length_6132_cov_2.935095	background	-	-	-	-	6132
NODE_1242_length_6121_cov_4.138319	background	-	-	-	-	6121
NODE_1243_length_6118_cov_2.604370	background	-	-	-	-	6118
NODE_1244_length_6098_cov_140.589437	bacterial	NZ_CP065631.1	negative_control	97.6	94.9	6098
NODE_1245_length_6088_cov_2.398603	background	-	-	-	-	6088
NODE_1246_length_6074_cov_3.872436	background	-	-	-	-	6074
NODE_1247_length_6071_cov_65.392226	background	-	-	-	-	6071
NODE_1248_length_6071_cov_41.732399	background	-	-	-	-	6071
NODE_1249_length_6070_cov_164.651760	bacterial	NZ_CP065631.1	negative_control	98.1	99.6	6070
NODE_124_length_47761_cov_23.579314	background	-	-	-	-	47761
NODE_1250_length_6070_cov_9.527782	background	-	-	-	-	6070
NODE_1251_length_6068_cov_3.388583	background	-	-	-	-	6068
NODE_1252_length_6059_cov_8.125209	background	-	-	-	-	6059
NODE_1253_length_6055_cov_13.628973	background	-	-	-	-	6055
NODE_1254_length_6047_cov_10.862312	background	-	-	-	-	6047
NODE_1255_length_6046_cov_170.601441	background	-	-	-	-	6046
NODE_1256_length_6042_cov_171.820788	background	-	-	-	-	6042
NODE_1257_length_6041_cov_2.943494	background	-	-	-	-	6041
NODE_1258_length_6039_cov_2.714525	background	-	-	-	-	6039
NODE_1259_length_6035_cov_3.745384	background	-	-	-	-	6035
NODE_125_length_47367_cov_9.372214	background	-	-	-	-	47367
NODE_1260_length_6031_cov_4.244709	background	-	-	-	-	6031
NODE_1261_length_6023_cov_4.434746	background	-	-	-	-	6023
NODE_1262_length_6022_cov_4.898066	background	-	-	-	-	6022
NODE_1263_length_6018_cov_8.793637	background	-	-	-	-	6018
NODE_1264_length_6018_cov_2.899849	background	-	-	-	-	6018
NODE_1265_length_6016_cov_30.907055	background	-	-	-	-	6016
NODE_1266_length_6006_cov_60.236802	background	-	-	-	-	6006
NODE_1267_length_6000_cov_64.216276	background	-	-	-	-	6000
NODE_1268_length_5994_cov_84.087375	background	-	-	-	-	5994
NODE_1269_length_5981_cov_3.296748	background	-	-	-	-	5981
NODE_126_length_47067_cov_32.232645	background	-	-	-	-	47067
NODE_1270_length_5977_cov_2.542373	background	-	-	-	-	5977
NODE_1271_length_5976_cov_5.219698	background	-	-	-	-	5976
NODE_1272_length_5973_cov_8.725577	background	-	-	-	-	5973
NODE_1273_length_5972_cov_9.710433	background	-	-	-	-	5972
NODE_1274_length_5967_cov_10.292190	background	-	-	-	-	5967
NODE_1275_length_5966_cov_38.467991	background	-	-	-	-	5966
NODE_1276_length_5966_cov_11.387163	background	-	-	-	-	5966
NODE_1277_length_5966_cov_5.238071	background	-	-	-	-	5966
NODE_1278_length_5961_cov_51.211081	background	-	-	-	-	5961
NODE_1279_length_5961_cov_3.654317	background	-	-	-	-	5961
NODE_127_length_46232_cov_55.198137	background	-	-	-	-	46232
NODE_1280_length_5958_cov_14.830301	background	-	-	-	-	5958
NODE_1281_length_5957_cov_154.124320	background	-	-	-	-	5957
NODE_1282_length_5956_cov_76.735329	background	-	-	-	-	5956
NODE_1283_length_5954_cov_42.544325	background	-	-	-	-	5954
NODE_1284_length_5950_cov_14.874340	background	-	-	-	-	5950
NODE_1285_length_5949_cov_48.386580	background	-	-	-	-	5949
NODE_1286_length_5946_cov_80.174476	background	-	-	-	-	5946
NODE_1287_length_5938_cov_3.480293	background	-	-	-	-	5938
NODE_1288_length_5935_cov_3.177706	background	-	-	-	-	5935
NODE_1289_length_5934_cov_3.030732	background	-	-	-	-	5934
NODE_128_length_45991_cov_122.575075	background	-	-	-	-	45991
NODE_1290_length_5933_cov_4.795936	background	-	-	-	-	5933
NODE_1291_length_5925_cov_3.463748	background	-	-	-	-	5925
NODE_1292_length_5925_cov_2.542237	background	-	-	-	-	5925
NODE_1293_length_5923_cov_5.140780	background	-	-	-	-	5923
NODE_1294_length_5920_cov_44.603799	background	-	-	-	-	5920
NODE_1295_length_5920_cov_3.759370	background	-	-	-	-	5920
NODE_1296_length_5917_cov_5.329110	background	-	-	-	-	5917
NODE_1297_length_5915_cov_76.872388	background	-	-	-	-	5915
NODE_1298_length_5913_cov_12.122858	background	-	-	-	-	5913
NODE_1299_length_5913_cov_3.302605	background	-	-	-	-	5913
NODE_129_length_45842_cov_147.144892	bacterial	NZ_AFIJ01000038.1	negative_control	99.3	95.5	45842
NODE_12_length_178910_cov_10.711189	background	-	-	-	-	178910
NODE_1300_length_5912_cov_6.295630	background	-	-	-	-	5912
NODE_1301_length_5895_cov_34.737539	bacterial	NZ_AP012332.1	negative_control	98.6	99.9	5895
NODE_1302_length_5891_cov_163.362057	background	-	-	-	-	5891
NODE_1303_length_5889_cov_5.319683	background	-	-	-	-	5889
NODE_1304_length_5886_cov_50.818385	background	-	-	-	-	5886
NODE_1305_length_5886_cov_50.230504	background	-	-	-	-	5886
NODE_1306_length_5884_cov_98.465300	background	-	-	-	-	5884
NODE_1307_length_5882_cov_6.278208	background	-	-	-	-	5882
NODE_1308_length_5874_cov_4.572365	background	-	-	-	-	5874
NODE_1309_length_5874_cov_3.772814	background	-	-	-	-	5874
NODE_130_length_45699_cov_10.815374	bacterial	NZ_CP011280.1	negative_control	99.1	100.0	45699
NODE_1310_length_5861_cov_3.548409	background	-	-	-	-	5861
NODE_1311_length_5853_cov_3.413262	background	-	-	-	-	5853
NODE_1312_length_5848_cov_3.734361	background	-	-	-	-	5848
NODE_1313_length_5831_cov_2.840633	background	-	-	-	-	5831
NODE_1314_length_5830_cov_189.273075	background	-	-	-	-	5830
NODE_1315_length_5829_cov_3.171766	background	-	-	-	-	5829
NODE_1316_length_5825_cov_115.983820	background	-	-	-	-	5825
NODE_1317_length_5813_cov_4.873431	background	-	-	-	-	5813
NODE_1318_length_5811_cov_3.671608	background	-	-	-	-	5811
NODE_1319_length_5810_cov_60.328624	background	-	-	-	-	5810
NODE_131_length_45565_cov_49.622010	background	-	-	-	-	45565
NODE_1320_length_5809_cov_64.754187	background	-	-	-	-	5809
NODE_1321_length_5805_cov_6.088687	background	-	-	-	-	5805
NODE_1322_length_5803_cov_12.002445	background	-	-	-	-	5803
NODE_1323_length_5798_cov_4.161161	background	-	-	-	-	5798
NODE_1324_length_5796_cov_110.963105	bacterial	NZ_CP065631.1	negative_control	97.1	82.9	5796
NODE_1325_length_5792_cov_11.255818	background	-	-	-	-	5792
NODE_1326_length_5788_cov_170.748906	background	-	-	-	-	5788
NODE_1327_length_5786_cov_3.533018	background	-	-	-	-	5786
NODE_1328_length_5783_cov_11.380827	background	-	-	-	-	5783
NODE_1329_length_5783_cov_6.343323	background	-	-	-	-	5783
NODE_132_length_45043_cov_54.679803	background	-	-	-	-	45043
NODE_1330_length_5780_cov_2.605821	background	-	-	-	-	5780
NODE_1331_length_5770_cov_2.432461	background	-	-	-	-	5770
NODE_1332_length_5762_cov_54.836060	background	-	-	-	-	5762
NODE_1333_length_5760_cov_4.801513	background	-	-	-	-	5760
NODE_1334_length_5752_cov_23.070661	background	-	-	-	-	5752
NODE_1335_length_5750_cov_5.034902	background	-	-	-	-	5750
NODE_1336_length_5745_cov_5.817925	background	-	-	-	-	5745
NODE_1337_length_5743_cov_3.096717	background	-	-	-	-	5743
NODE_1338_length_5739_cov_3.407277	background	-	-	-	-	5739
NODE_1339_length_5737_cov_98.858834	background	-	-	-	-	5737
NODE_133_length_44692_cov_10.735806	background	-	-	-	-	44692
NODE_1340_length_5731_cov_472.811284	background	-	-	-	-	5731
NODE_1341_length_5731_cov_6.227626	background	-	-	-	-	5731
NODE_1342_length_5730_cov_10.246772	background	-	-	-	-	5730
NODE_1343_length_5714_cov_5.192656	background	-	-	-	-	5714
NODE_1344_length_5710_cov_203.730162	background	-	-	-	-	5710
NODE_1345_length_5707_cov_4.824867	background	-	-	-	-	5707
NODE_1346_length_5702_cov_17.083200	background	-	-	-	-	5702
NODE_1347_length_5700_cov_4.654099	background	-	-	-	-	5700
NODE_1348_length_5688_cov_11.042238	background	-	-	-	-	5688
NODE_1349_length_5685_cov_4.152639	background	-	-	-	-	5685
NODE_134_length_44534_cov_53.012327	background	-	-	-	-	44534
NODE_1350_length_5669_cov_44.699034	background	-	-	-	-	5669
NODE_1351_length_5667_cov_5.548122	background	-	-	-	-	5667
NODE_1352_length_5658_cov_5.192618	background	-	-	-	-	5658
NODE_1353_length_5654_cov_4.164425	background	-	-	-	-	5654
NODE_1354_length_5646_cov_10.063027	background	-	-	-	-	5646
NODE_1355_length_5645_cov_44.567888	background	-	-	-	-	5645
NODE_1356_length_5644_cov_8.553799	background	-	-	-	-	5644
NODE_1357_length_5644_cov_2.394647	background	-	-	-	-	5644
NODE_1358_length_5641_cov_2.848311	background	-	-	-	-	5641
NODE_1359_length_5632_cov_153.187039	background	-	-	-	-	5632
NODE_135_length_44283_cov_12.024748	background	-	-	-	-	44283
NODE_1360_length_5629_cov_2.693984	viral	NC_001798.2	herpesvirus	100.0	100.0	5629
NODE_1361_length_5614_cov_2.765577	background	-	-	-	-	5614
NODE_1362_length_5610_cov_5.809326	background	-	-	-	-	5610
NODE_1363_length_5607_cov_14.391501	background	-	-	-	-	5607
NODE_1364_length_5607_cov_2.522423	background	-	-	-	-	5607
NODE_1365_length_5604_cov_3.805681	background	-	-	-	-	5604
NODE_1366_length_5603_cov_3.258958	background	-	-	-	-	5603
