contig_id	label	source_genome	source_category	pident	query_coverage	length
NODE_126_length_5505_cov_2.395726	background	-	-	-	-	5505
NODE_127_length_5259_cov_179.489000	background	-	-	-	-	5259
NODE_128_length_5232_cov_3.079922	background	-	-	-	-	5232
NODE_129_length_5133_cov_135.042326	bacterial	NZ_CP039266.1	negative_control	99.5	97.0	5133
NODE_12_length_35689_cov_129.954201	background	-	-	-	-	35689
NODE_130_length_5107_cov_102.168787	background	-	-	-	-	5107
NODE_131_length_5085_cov_2.768371	background	-	-	-	-	5085
NODE_132_length_5039_cov_2.431681	background	-	-	-	-	5039
NODE_133_length_5002_cov_2.688122	background	-	-	-	-	5002
NODE_134_length_4981_cov_2.467781	bacterial	NZ_CP049230.1	negative_control	98.7	100.0	4981
NODE_135_length_4961_cov_3.286855	background	-	-	-	-	4961
NODE_136_length_4911_cov_115.651634	background	-	-	-	-	4911
NODE_137_length_4891_cov_3.310760	background	-	-	-	-	4891
NODE_138_length_4866_cov_180.014826	background	-	-	-	-	4866
NODE_139_length_4846_cov_2.511218	background	-	-	-	-	4846
NODE_13_length_34746_cov_107.394098	bacterial	NZ_CP039266.1	negative_control	99.5	99.4	34746
NODE_140_length_4822_cov_111.404215	background	-	-	-	-	4822
NODE_141_length_4803_cov_3.115954	bacterial	NZ_CP049230.1	negative_control	98.6	98.3	4803
NODE_142_length_4784_cov_119.096027	bacterial	NZ_CP039266.1	negative_control	98.6	96.9	4784
NODE_143_length_4714_cov_193.920854	background	-	-	-	-	4714
NODE_144_length_4670_cov_116.857827	background	-	-	-	-	4670
NODE_145_length_4566_cov_202.862553	background	-	-	-	-	4566
NODE_146_length_4562_cov_2.803122	background	-	-	-	-	4562
NODE_147_length_4540_cov_138.580775	background	-	-	-	-	4540
NODE_148_length_4534_cov_3.796276	background	-	-	-	-	4534
NODE_149_length_4493_cov_166.365263	background	-	-	-	-	4493
NODE_14_length_34543_cov_198.517263	background	-	-	-	-	34543
NODE_150_length_4492_cov_256.051416	background	-	-	-	-	4492
NODE_151_length_4478_cov_2.067712	background	-	-	-	-	4478
NODE_152_length_4457_cov_10.071233	background	-	-	-	-	4457
NODE_153_length_4452_cov_8.029714	background	-	-	-	-	4452
NODE_154_length_4444_cov_3.282574	background	-	-	-	-	4444
NODE_155_length_4441_cov_2.201650	bacterial	NZ_CP049230.1	negative_control	98.8	99.5	4441
NODE_156_length_4417_cov_108.916590	background	-	-	-	-	4417
NODE_157_length_4392_cov_3.443569	background	-	-	-	-	4392
NODE_158_length_4390_cov_115.837004	background	-	-	-	-	4390
NODE_159_length_4389_cov_1.667208	bacterial	NZ_CP049230.1	negative_control	97.9	82.5	4389
NODE_15_length_33911_cov_121.013093	background	-	-	-	-	33911
NODE_160_length_4377_cov_2.508605	background	-	-	-	-	4377
NODE_161_length_4372_cov_3.172759	background	-	-	-	-	4372
NODE_162_length_4355_cov_3.170173	background	-	-	-	-	4355
NODE_163_length_4349_cov_3.041199	background	-	-	-	-	4349
NODE_164_length_4345_cov_282.574274	bacterial	NZ_CP039266.1	negative_control	98.9	87.8	4345
NODE_165_length_4311_cov_109.460794	background	-	-	-	-	4311
NODE_166_length_4275_cov_2.055026	bacterial	NZ_CP049230.1	negative_control	99.1	100.0	4275
NODE_167_length_4268_cov_2.373896	background	-	-	-	-	4268
NODE_168_length_4265_cov_2.768863	background	-	-	-	-	4265
NODE_169_length_4262_cov_2.193309	background	-	-	-	-	4262
NODE_16_length_33758_cov_107.961224	background	-	-	-	-	33758
NODE_170_length_4247_cov_146.924460	background	-	-	-	-	4247
NODE_171_length_4220_cov_8.372918	background	-	-	-	-	4220
NODE_172_length_4198_cov_2.852948	bacterial	NZ_CP049230.1	negative_control	99.3	99.7	4198
NODE_173_length_4142_cov_210.124477	bacterial	NZ_CP039266.1	negative_control	99.4	85.8	4142
NODE_174_length_4094_cov_2.919592	background	-	-	-	-	4094
NODE_175_length_4059_cov_2.730286	background	-	-	-	-	4059
NODE_176_length_4048_cov_204.919416	background	-	-	-	-	4048
NODE_177_length_4047_cov_3.111587	background	-	-	-	-	4047
NODE_178_length_4045_cov_142.037802	background	-	-	-	-	4045
NODE_179_length_4035_cov_1.862809	background	-	-	-	-	4035
NODE_17_length_32477_cov_210.960864	background	-	-	-	-	32477
NODE_180_length_4023_cov_3.088191	background	-	-	-	-	4023
NODE_181_length_4001_cov_2.815240	bacterial	NZ_CP049230.1	negative_control	99.4	100.0	4001
NODE_182_length_3925_cov_112.790541	background	-	-	-	-	3925
NODE_183_length_3882_cov_3.179238	background	-	-	-	-	3882
NODE_184_length_3876_cov_3.114767	background	-	-	-	-	3876
NODE_185_length_3866_cov_2.363948	background	-	-	-	-	3866
NODE_186_length_3854_cov_2.718824	background	-	-	-	-	3854
NODE_187_length_3850_cov_1.974291	background	-	-	-	-	3850
NODE_188_length_3848_cov_2.284010	bacterial	NZ_CP049230.1	negative_control	99.5	99.2	3848
NODE_189_length_3819_cov_2.123463	background	-	-	-	-	3819
NODE_18_length_29623_cov_41.957321	background	-	-	-	-	29623
NODE_190_length_3807_cov_2.813137	background	-	-	-	-	3807
NODE_191_length_3776_cov_111.885104	bacterial	NZ_CP039266.1	negative_control	99.6	82.1	3776
NODE_192_length_3761_cov_114.459283	bacterial	NZ_CP039266.1	negative_control	99.5	96.0	3761
NODE_193_length_3726_cov_175.497671	background	-	-	-	-	3726
NODE_194_length_3677_cov_2.487222	bacterial	NZ_CP049230.1	negative_control	99.7	99.5	3677
NODE_195_length_3672_cov_2.954659	background	-	-	-	-	3672
NODE_196_length_3661_cov_129.148717	background	-	-	-	-	3661
NODE_197_length_3659_cov_2.162200	bacterial	NZ_CP049230.1	negative_control	99.0	99.6	3659
NODE_198_length_3634_cov_1.985943	background	-	-	-	-	3634
NODE_199_length_3627_cov_18.990704	background	-	-	-	-	3627
NODE_19_length_28218_cov_116.546711	background	-	-	-	-	28218
NODE_1_length_62115_cov_119.266127	background	-	-	-	-	62115
NODE_200_length_3589_cov_118.874431	background	-	-	-	-	3589
NODE_201_length_3578_cov_4.015995	background	-	-	-	-	3578
NODE_202_length_3566_cov_149.031814	background	-	-	-	-	3566
NODE_203_length_3559_cov_2.175474	bacterial	NZ_CP049230.1	negative_control	98.7	100.0	3559
NODE_204_length_3544_cov_2.518892	background	-	-	-	-	3544
NODE_205_length_3519_cov_1.763510	bacterial	NZ_CP049230.1	negative_control	99.5	100.0	3519
NODE_206_length_3511_cov_2.330810	bacterial	NZ_CP049230.1	negative_control	99.9	100.0	3511
NODE_207_length_3508_cov_2.086272	background	-	-	-	-	3508
NODE_208_length_3483_cov_3.353787	background	-	-	-	-	3483
NODE_209_length_3472_cov_2.663918	background	-	-	-	-	3472
NODE_20_length_27296_cov_154.105037	background	-	-	-	-	27296
NODE_210_length_3462_cov_2.295421	background	-	-	-	-	3462
NODE_211_length_3458_cov_2.340728	bacterial	NZ_CP049230.1	negative_control	98.5	100.0	3458
NODE_212_length_3431_cov_2.581694	background	-	-	-	-	3431
NODE_213_length_3403_cov_3.954600	background	-	-	-	-	3403
NODE_214_length_3366_cov_2.433566	background	-	-	-	-	3366
NODE_215_length_3293_cov_8.719216	background	-	-	-	-	3293
NODE_216_length_3284_cov_2.204553	background	-	-	-	-	3284
NODE_217_length_3281_cov_3.049625	background	-	-	-	-	3281
NODE_218_length_3268_cov_2.105610	bacterial	NZ_CP049230.1	negative_control	99.3	98.8	3268
NODE_219_length_3262_cov_2.681319	background	-	-	-	-	3262
NODE_21_length_26857_cov_173.333719	background	-	-	-	-	26857
NODE_220_length_3234_cov_2.773202	background	-	-	-	-	3234
NODE_221_length_3225_cov_4.893266	background	-	-	-	-	3225
NODE_222_length_3224_cov_2.303464	bacterial	NZ_CP049230.1	negative_control	99.2	100.0	3224
NODE_223_length_3214_cov_2.547657	bacterial	NZ_CP049230.1	negative_control	99.8	100.0	3214
NODE_224_length_3198_cov_940.441846	bacterial	NZ_CP039266.1	negative_control	99.9	100.0	3198
NODE_225_length_3190_cov_202.621587	background	-	-	-	-	3190
NODE_226_length_3165_cov_3.544689	background	-	-	-	-	3165
NODE_227_length_3146_cov_349.101010	background	-	-	-	-	3146
NODE_228_length_3133_cov_2.267016	background	-	-	-	-	3133
NODE_229_length_3129_cov_174.532110	background	-	-	-	-	3129
NODE_22_length_25734_cov_113.035975	background	-	-	-	-	25734
NODE_230_length_3120_cov_107.925731	bacterial	NZ_CP039266.1	negative_control	99.0	91.8	3120
NODE_231_length_3109_cov_135.540237	background	-	-	-	-	3109
NODE_232_length_3099_cov_129.264064	background	-	-	-	-	3099
NODE_233_length_3095_cov_896.179920	background	-	-	-	-	3095
NODE_234_length_3082_cov_2.879534	bacterial	NZ_CP049230.1	negative_control	100.0	100.0	3082
NODE_235_length_3057_cov_2.595302	background	-	-	-	-	3057
NODE_236_length_3050_cov_2.538850	bacterial	NZ_CP049230.1	negative_control	98.0	100.0	3050
NODE_237_length_3028_cov_2.726533	background	-	-	-	-	3028
NODE_238_length_3022_cov_7.495076	background	-	-	-	-	3022
NODE_239_length_3007_cov_2.967577	background	-	-	-	-	3007
NODE_23_length_24956_cov_157.969734	background	-	-	-	-	24956
NODE_240_length_2978_cov_2.275078	bacterial	NZ_CP049230.1	negative_control	100.0	100.0	2978
NODE_241_length_2969_cov_2.505187	background	-	-	-	-	2969
NODE_242_length_2965_cov_2.945291	background	-	-	-	-	2965
NODE_243_length_2962_cov_2.102600	bacterial	NZ_CP049230.1	negative_control	99.9	100.0	2962
NODE_244_length_2961_cov_2.595354	background	-	-	-	-	2961
NODE_245_length_2961_cov_2.472261	background	-	-	-	-	2961
NODE_246_length_2938_cov_2.405453	bacterial	NZ_CP049230.1	negative_control	98.5	99.0	2938
NODE_247_length_2926_cov_2.903124	background	-	-	-	-	2926
NODE_248_length_2920_cov_251.601126	background	-	-	-	-	2920
NODE_249_length_2909_cov_1.851695	background	-	-	-	-	2909
NODE_24_length_24806_cov_126.387035	background	-	-	-	-	24806
NODE_250_length_2899_cov_2.778526	background	-	-	-	-	2899
NODE_251_length_2896_cov_2.518624	bacterial	NZ_CP049230.1	negative_control	99.2	99.3	2896
NODE_252_length_2889_cov_3.003201	background	-	-	-	-	2889
NODE_253_length_2886_cov_2.205767	background	-	-	-	-	2886
NODE_254_length_2867_cov_1.775627	background	-	-	-	-	2867
NODE_255_length_2865_cov_2.714849	background	-	-	-	-	2865
NODE_256_length_2863_cov_3.115578	background	-	-	-	-	2863
NODE_257_length_2834_cov_2.973885	background	-	-	-	-	2834
NODE_258_length_2832_cov_110.650091	bacterial	NZ_CP039266.1	negative_control	98.9	83.4	2832
NODE_259_length_2827_cov_2.851273	bacterial	NZ_CP049230.1	negative_control	98.8	99.0	2827
NODE_25_length_24750_cov_107.219146	background	-	-	-	-	24750
NODE_260_length_2814_cov_2.416880	background	-	-	-	-	2814
NODE_261_length_2813_cov_155.096857	background	-	-	-	-	2813
NODE_262_length_2808_cov_156.802636	background	-	-	-	-	2808
NODE_263_length_2805_cov_2.502933	bacterial	NZ_CP049230.1	negative_control	99.6	100.0	2805
NODE_264_length_2793_cov_2.313328	background	-	-	-	-	2793
NODE_265_length_2789_cov_2.401180	bacterial	NZ_CP049230.1	negative_control	99.0	100.0	2789
NODE_266_length_2770_cov_2.030821	bacterial	NZ_CP049230.1	negative_control	99.7	100.0	2770
NODE_267_length_2758_cov_2.735173	background	-	-	-	-	2758
NODE_268_length_2758_cov_1.794107	background	-	-	-	-	2758
NODE_269_length_2733_cov_1.813630	background	-	-	-	-	2733
NODE_26_length_24616_cov_152.279025	background	-	-	-	-	24616
NODE_270_length_2717_cov_3.271212	background	-	-	-	-	2717
NODE_271_length_2691_cov_2.553175	background	-	-	-	-	2691
NODE_272_length_2686_cov_3.014948	background	-	-	-	-	2686
NODE_273_length_2679_cov_2.927364	bacterial	NZ_CP049230.1	negative_control	99.9	100.0	2679
NODE_274_length_2670_cov_1.883533	bacterial	NZ_CP049230.1	negative_control	98.8	100.0	2670
NODE_275_length_2663_cov_2.261021	background	-	-	-	-	2663
NODE_276_length_2656_cov_156.363319	background	-	-	-	-	2656
NODE_277_length_2656_cov_3.210159	background	-	-	-	-	2656
NODE_278_length_2656_cov_2.438930	bacterial	NZ_CP049230.1	negative_control	99.1	100.0	2656
NODE_279_length_2648_cov_3.022170	background	-	-	-	-	2648
NODE_27_length_24408_cov_153.329662	background	-	-	-	-	24408
NODE_280_length_2643_cov_2.085737	background	-	-	-	-	2643
NODE_281_length_2633_cov_3.970657	bacterial	NZ_CP049230.1	negative_control	99.5	100.0	2633
NODE_282_length_2629_cov_2.318966	background	-	-	-	-	2629
NODE_283_length_2625_cov_1.580848	bacterial	NZ_CP049230.1	negative_control	99.7	98.6	2625
NODE_284_length_2619_cov_2.507868	background	-	-	-	-	2619
NODE_285_length_2592_cov_2.261233	background	-	-	-	-	2592
NODE_286_length_2590_cov_1.678472	bacterial	NZ_CP049230.1	negative_control	99.0	100.0	2590
NODE_287_length_2589_cov_136.029061	bacterial	NZ_CP039266.1	negative_control	99.4	94.2	2589
NODE_288_length_2579_cov_2.187050	bacterial	NZ_CP049230.1	negative_control	99.0	99.5	2579
NODE_289_length_2572_cov_3.078557	background	-	-	-	-	2572
NODE_28_length_22748_cov_131.299369	bacterial	NZ_CP039266.1	negative_control	99.3	92.2	22748
NODE_290_length_2572_cov_2.343086	background	-	-	-	-	2572
NODE_291_length_2561_cov_2.321659	background	-	-	-	-	2561
NODE_292_length_2560_cov_1.937173	bacterial	NZ_CP049230.1	negative_control	99.2	99.9	2560
NODE_293_length_2556_cov_110.426785	bacterial	NZ_CP039266.1	negative_control	99.5	93.5	2556
NODE_294_length_2537_cov_2.676016	background	-	-	-	-	2537
NODE_295_length_2534_cov_2.288563	background	-	-	-	-	2534
NODE_296_length_2533_cov_2.440147	background	-	-	-	-	2533
NODE_297_length_2531_cov_1.928280	background	-	-	-	-	2531
NODE_298_length_2530_cov_2.461883	background	-	-	-	-	2530
NODE_299_length_2525_cov_1.692810	bacterial	NZ_CP049230.1	negative_control	99.2	100.0	2525
NODE_29_length_21969_cov_189.083318	background	-	-	-	-	21969
NODE_2_length_59964_cov_166.967789	background	-	-	-	-	59964
NODE_300_length_2511_cov_2.391126	background	-	-	-	-	2511
NODE_301_length_2508_cov_147.935418	background	-	-	-	-	2508
NODE_302_length_2503_cov_2.179720	background	-	-	-	-	2503
NODE_303_length_2497_cov_2.415702	background	-	-	-	-	2497
NODE_304_length_2495_cov_1.849876	background	-	-	-	-	2495
NODE_305_length_2486_cov_107.751349	background	-	-	-	-	2486
NODE_306_length_2486_cov_2.280199	background	-	-	-	-	2486
NODE_307_length_2485_cov_2.772841	bacterial	NZ_CP049230.1	negative_control	98.9	87.2	2485
NODE_308_length_2471_cov_2.357978	background	-	-	-	-	2471
NODE_309_length_2467_cov_2.153138	background	-	-	-	-	2467
NODE_30_length_21522_cov_143.228118	background	-	-	-	-	21522
NODE_310_length_2462_cov_114.986583	background	-	-	-	-	2462
NODE_311_length_2457_cov_2.879412	background	-	-	-	-	2457
NODE_312_length_2443_cov_2.109890	background	-	-	-	-	2443
NODE_313_length_2442_cov_2.315433	bacterial	NZ_CP049230.1	negative_control	99.7	100.0	2442
NODE_314_length_2428_cov_2.473416	background	-	-	-	-	2428
NODE_315_length_2427_cov_2.771064	background	-	-	-	-	2427
NODE_316_length_2420_cov_3.158344	background	-	-	-	-	2420
NODE_317_length_2413_cov_2.570634	background	-	-	-	-	2413
NODE_318_length_2411_cov_1.941302	bacterial	NZ_CP049230.1	negative_control	99.7	84.3	2411
NODE_319_length_2404_cov_2.676407	background	-	-	-	-	2404
NODE_31_length_21043_cov_109.276304	background	-	-	-	-	21043
NODE_320_length_2392_cov_2.604752	background	-	-	-	-	2392
NODE_321_length_2389_cov_2.478374	background	-	-	-	-	2389
NODE_322_length_2388_cov_2.305928	background	-	-	-	-	2388
NODE_323_length_2385_cov_102.952340	bacterial	NZ_CP039266.1	negative_control	99.3	92.4	2385
NODE_324_length_2384_cov_2.369744	background	-	-	-	-	2384
NODE_325_length_2378_cov_2.717514	bacterial	NZ_CP049230.1	negative_control	99.1	98.7	2378
NODE_326_length_2371_cov_2.652572	bacterial	NZ_CP049230.1	negative_control	99.7	99.4	2371
NODE_327_length_2370_cov_2.484954	bacterial	NZ_CP049230.1	negative_control	98.9	100.0	2370
NODE_328_length_2366_cov_2.692005	background	-	-	-	-	2366
NODE_329_length_2365_cov_111.453671	background	-	-	-	-	2365
NODE_32_length_20587_cov_185.255729	background	-	-	-	-	20587
NODE_330_length_2362_cov_2.134354	background	-	-	-	-	2362
NODE_331_length_2362_cov_1.969365	bacterial	NZ_CP049230.1	negative_control	99.6	100.0	2362
NODE_332_length_2358_cov_2.537045	background	-	-	-	-	2358
NODE_333_length_2356_cov_2.847740	background	-	-	-	-	2356
NODE_334_length_2354_cov_2.734300	background	-	-	-	-	2354
NODE_335_length_2354_cov_2.534475	background	-	-	-	-	2354
NODE_336_length_2353_cov_2.988137	background	-	-	-	-	2353
NODE_337_length_2351_cov_146.064644	background	-	-	-	-	2351
NODE_338_length_2350_cov_2.821821	background	-	-	-	-	2350
NODE_339_length_2348_cov_2.676354	background	-	-	-	-	2348
NODE_33_length_20431_cov_223.534490	background	-	-	-	-	20431
NODE_340_length_2339_cov_2.333775	background	-	-	-	-	2339
NODE_341_length_2337_cov_2.586283	bacterial	NZ_CP049230.1	negative_control	98.8	97.2	2337
NODE_342_length_2335_cov_2.472985	background	-	-	-	-	2335
NODE_343_length_2334_cov_2.478954	background	-	-	-	-	2334
NODE_344_length_2333_cov_1.738475	bacterial	NZ_CP049230.1	negative_control	99.7	100.0	2333
NODE_345_length_2329_cov_3.579929	background	-	-	-	-	2329
NODE_346_length_2325_cov_2.549377	background	-	-	-	-	2325
NODE_347_length_2324_cov_116.784157	background	-	-	-	-	2324
NODE_348_length_2322_cov_1.601782	bacterial	NZ_CP049230.1	negative_control	97.5	99.8	2322
NODE_349_length_2320_cov_2.408382	background	-	-	-	-	2320
NODE_34_length_19486_cov_146.737802	background	-	-	-	-	19486
NODE_350_length_2319_cov_2.145406	bacterial	NZ_CP049230.1	negative_control	98.9	100.0	2319
NODE_351_length_2317_cov_181.607589	background	-	-	-	-	2317
NODE_352_length_2305_cov_2.125673	bacterial	NZ_CP049230.1	negative_control	98.5	99.2	2305
NODE_353_length_2302_cov_3.114607	background	-	-	-	-	2302
NODE_354_length_2298_cov_2.495272	bacterial	NZ_CP049230.1	negative_control	99.5	99.2	2298
NODE_355_length_2294_cov_2.768606	bacterial	NZ_CP049230.1	negative_control	99.6	100.0	2294
NODE_356_length_2284_cov_2.823290	background	-	-	-	-	2284
NODE_357_length_2284_cov_2.132759	background	-	-	-	-	2284
NODE_358_length_2276_cov_2.415643	bacterial	NZ_CP049230.1	negative_control	97.8	100.0	2276
NODE_359_length_2273_cov_2.119308	background	-	-	-	-	2273
NODE_35_length_19436_cov_161.770753	bacterial	NZ_CP039266.1	negative_control	99.8	86.7	19436
NODE_360_length_2271_cov_2.269371	background	-	-	-	-	2271
NODE_361_length_2270_cov_3.751938	background	-	-	-	-	2270
NODE_362_length_2270_cov_2.530780	bacterial	NZ_CP049230.1	negative_control	98.2	100.0	2270
NODE_363_length_2269_cov_2.968978	background	-	-	-	-	2269
NODE_364_length_2268_cov_2.265176	background	-	-	-	-	2268
NODE_365_length_2261_cov_2.763278	background	-	-	-	-	2261
NODE_366_length_2260_cov_2.431058	background	-	-	-	-	2260
NODE_367_length_2257_cov_4.361927	background	-	-	-	-	2257
NODE_368_length_2256_cov_3.604865	background	-	-	-	-	2256
NODE_369_length_2256_cov_2.309316	bacterial	NZ_CP049230.1	negative_control	98.8	99.2	2256
NODE_36_length_19276_cov_161.748112	background	-	-	-	-	19276
NODE_370_length_2251_cov_2.620975	bacterial	NZ_CP049230.1	negative_control	98.8	100.0	2251
NODE_371_length_2244_cov_2.287033	bacterial	NZ_CP049230.1	negative_control	99.7	100.0	2244
NODE_372_length_2231_cov_1.954968	background	-	-	-	-	2231
NODE_373_length_2223_cov_2.671482	background	-	-	-	-	2223
NODE_374_length_2222_cov_2.295571	background	-	-	-	-	2222
NODE_375_length_2215_cov_2.191768	background	-	-	-	-	2215
NODE_376_length_2210_cov_160.589780	background	-	-	-	-	2210
NODE_377_length_2203_cov_1.662747	bacterial	NZ_CP049230.1	negative_control	99.1	100.0	2203
NODE_378_length_2202_cov_2.499765	background	-	-	-	-	2202
NODE_379_length_2200_cov_104.327367	background	-	-	-	-	2200
NODE_37_length_19239_cov_166.729256	background	-	-	-	-	19239
NODE_380_length_2194_cov_1.814832	bacterial	NZ_CP049230.1	negative_control	97.6	98.0	2194
NODE_381_length_2190_cov_3.428301	background	-	-	-	-	2190
NODE_382_length_2184_cov_1.811580	bacterial	NZ_CP049230.1	negative_control	99.5	100.0	2184
NODE_383_length_2175_cov_2.257388	bacterial	NZ_CP049230.1	negative_control	99.7	100.0	2175
NODE_384_length_2172_cov_3.233413	bacterial	NZ_CP049230.1	negative_control	99.7	99.9	2172
NODE_385_length_2170_cov_3.294792	background	-	-	-	-	2170
NODE_386_length_2170_cov_2.775920	bacterial	NZ_CP049230.1	negative_control	99.8	100.0	2170
NODE_387_length_2169_cov_1.960325	background	-	-	-	-	2169
NODE_388_length_2159_cov_3.006724	background	-	-	-	-	2159
NODE_389_length_2153_cov_1240.046724	background	-	-	-	-	2153
NODE_38_length_18723_cov_167.627588	background	-	-	-	-	18723
NODE_390_length_2151_cov_2.486500	background	-	-	-	-	2151
NODE_391_length_2151_cov_2.054484	background	-	-	-	-	2151
NODE_392_length_2150_cov_2.820068	bacterial	NZ_CP049230.1	negative_control	98.2	97.0	2150
NODE_393_length_2146_cov_2.216530	background	-	-	-	-	2146
NODE_394_length_2143_cov_2.889158	background	-	-	-	-	2143
NODE_395_length_2143_cov_2.682962	background	-	-	-	-	2143
NODE_396_length_2140_cov_2.905477	background	-	-	-	-	2140
NODE_397_length_2139_cov_2.122696	background	-	-	-	-	2139
NODE_398_length_2124_cov_2.264289	background	-	-	-	-	2124
NODE_399_length_2117_cov_2.512745	background	-	-	-	-	2117
NODE_39_length_18665_cov_111.033032	background	-	-	-	-	18665
NODE_3_length_56802_cov_153.202151	background	-	-	-	-	56802
NODE_400_length_2106_cov_2.746180	background	-	-	-	-	2106
NODE_401_length_2105_cov_2.635108	background	-	-	-	-	2105
NODE_402_length_2098_cov_2.355764	background	-	-	-	-	2098
NODE_403_length_2098_cov_1.904008	bacterial	NZ_CP049230.1	negative_control	99.0	100.0	2098
NODE_404_length_2094_cov_1.949430	bacterial	NZ_CP049230.1	negative_control	99.5	100.0	2094
NODE_405_length_2089_cov_137.839960	bacterial	NZ_CP039266.1	negative_control	98.6	84.2	2089
NODE_406_length_2085_cov_2.435259	background	-	-	-	-	2085
NODE_407_length_2082_cov_2.485287	background	-	-	-	-	2082
NODE_408_length_2074_cov_2.894342	background	-	-	-	-	2074
NODE_409_length_2073_cov_2.478457	background	-	-	-	-	2073
NODE_40_length_18379_cov_133.506830	background	-	-	-	-	18379
NODE_410_length_2073_cov_2.259018	bacterial	NZ_CP049230.1	negative_control	98.9	100.0	2073
NODE_411_length_2066_cov_11.057315	bacterial	NZ_CP049230.1	negative_control	99.9	100.0	2066
NODE_412_length_2063_cov_1.974824	bacterial	NZ_CP049230.1	negative_control	98.9	100.0	2063
NODE_413_length_2062_cov_2.523426	background	-	-	-	-	2062
NODE_414_length_2060_cov_2.089763	background	-	-	-	-	2060
NODE_415_length_2058_cov_2.390712	background	-	-	-	-	2058
NODE_416_length_2058_cov_2.163554	bacterial	NZ_CP049230.1	negative_control	99.4	100.0	2058
NODE_417_length_2055_cov_977.112740	bacterial	NZ_CP039266.1	negative_control	99.5	100.0	2055
NODE_418_length_2052_cov_2.397975	background	-	-	-	-	2052
NODE_419_length_2051_cov_2.354610	bacterial	NZ_CP049230.1	negative_control	99.7	100.0	2051
NODE_41_length_17791_cov_169.710794	background	-	-	-	-	17791
NODE_420_length_2050_cov_2.488089	background	-	-	-	-	2050
NODE_421_length_2047_cov_2.813198	background	-	-	-	-	2047
NODE_422_length_2046_cov_4.303707	background	-	-	-	-	2046
NODE_423_length_2044_cov_2.595323	bacterial	NZ_CP049230.1	negative_control	99.2	100.0	2044
NODE_424_length_2038_cov_1.655278	bacterial	NZ_CP049230.1	negative_control	97.7	100.0	2038
NODE_425_length_2037_cov_210.776020	background	-	-	-	-	2037
NODE_426_length_2036_cov_123.079122	bacterial	NZ_CP039266.1	negative_control	97.8	92.2	2036
NODE_427_length_2034_cov_114.647931	background	-	-	-	-	2034
NODE_428_length_2032_cov_2.864450	background	-	-	-	-	2032
NODE_429_length_2032_cov_1.717647	bacterial	NZ_CP049230.1	negative_control	97.2	99.4	2032
NODE_42_length_17520_cov_126.060769	background	-	-	-	-	17520
NODE_430_length_2031_cov_2.451894	bacterial	NZ_CP049230.1	negative_control	98.7	99.7	2031
NODE_431_length_2030_cov_2.557604	bacterial	NZ_CP049230.1	negative_control	99.8	99.8	2030
NODE_432_length_2029_cov_6.782275	background	-	-	-	-	2029
NODE_433_length_2029_cov_3.108607	background	-	-	-	-	2029
NODE_434_length_2028_cov_3.486930	background	-	-	-	-	2028
NODE_435_length_2025_cov_2.708932	background	-	-	-	-	2025
NODE_436_length_2025_cov_2.241273	bacterial	NZ_CP049230.1	negative_control	99.6	99.3	2025
NODE_437_length_2024_cov_2.029276	background	-	-	-	-	2024
NODE_438_length_2021_cov_2.379630	background	-	-	-	-	2021
NODE_439_length_2019_cov_8.319258	background	-	-	-	-	2019
