fragment_id	source_genome	category	label	fragment_length	source_genome_length
novel_Faec_phage_04_frag_25_L1500	novel_Faec_phage_04	novel_Faec_phage	viral	1500	56842
novel_Faec_phage_04_frag_26_L1500	novel_Faec_phage_04	novel_Faec_phage	viral	1500	56842
novel_Faec_phage_04_frag_27_L1500	novel_Faec_phage_04	novel_Faec_phage	viral	1500	56842
novel_Faec_phage_04_frag_28_L1500	novel_Faec_phage_04	novel_Faec_phage	viral	1500	56842
novel_Faec_phage_04_frag_29_L1500	novel_Faec_phage_04	novel_Faec_phage	viral	1500	56842
novel_Faec_phage_04_frag_30_L1500	novel_Faec_phage_04	novel_Faec_phage	viral	1500	56842
novel_Faec_phage_04_frag_31_L1500	novel_Faec_phage_04	novel_Faec_phage	viral	1500	56842
novel_Faec_phage_04_frag_32_L1500	novel_Faec_phage_04	novel_Faec_phage	viral	1500	56842
novel_Faec_phage_04_frag_33_L1500	novel_Faec_phage_04	novel_Faec_phage	viral	1500	56842
novel_Faec_phage_04_frag_34_L1500	novel_Faec_phage_04	novel_Faec_phage	viral	1500	56842
novel_Faec_phage_04_frag_35_L1500	novel_Faec_phage_04	novel_Faec_phage	viral	1500	56842
novel_Faec_phage_04_frag_36_L1500	novel_Faec_phage_04	novel_Faec_phage	viral	1500	56842
novel_Faec_phage_04_frag_37_L1500	novel_Faec_phage_04	novel_Faec_phage	viral	1500	56842
novel_Arth_phage_13_frag_1_L1500	novel_Arth_phage_13	novel_Arth_phage	viral	1500	39239
novel_Arth_phage_13_frag_2_L1500	novel_Arth_phage_13	novel_Arth_phage	viral	1500	39239
novel_Arth_phage_13_frag_3_L1500	novel_Arth_phage_13	novel_Arth_phage	viral	1500	39239
novel_Arth_phage_13_frag_4_L1500	novel_Arth_phage_13	novel_Arth_phage	viral	1500	39239
novel_Arth_phage_13_frag_5_L1500	novel_Arth_phage_13	novel_Arth_phage	viral	1500	39239
novel_Arth_phage_13_frag_6_L1500	novel_Arth_phage_13	novel_Arth_phage	viral	1500	39239
novel_Arth_phage_13_frag_7_L1500	novel_Arth_phage_13	novel_Arth_phage	viral	1500	39239
novel_Arth_phage_13_frag_8_L1500	novel_Arth_phage_13	novel_Arth_phage	viral	1500	39239
novel_Arth_phage_13_frag_9_L1500	novel_Arth_phage_13	novel_Arth_phage	viral	1500	39239
novel_Arth_phage_13_frag_10_L1500	novel_Arth_phage_13	novel_Arth_phage	viral	1500	39239
novel_Arth_phage_13_frag_11_L1500	novel_Arth_phage_13	novel_Arth_phage	viral	1500	39239
novel_Arth_phage_13_frag_12_L1500	novel_Arth_phage_13	novel_Arth_phage	viral	1500	39239
novel_Arth_phage_13_frag_13_L1500	novel_Arth_phage_13	novel_Arth_phage	viral	1500	39239
novel_Arth_phage_13_frag_14_L1500	novel_Arth_phage_13	novel_Arth_phage	viral	1500	39239
novel_Arth_phage_13_frag_15_L1500	novel_Arth_phage_13	novel_Arth_phage	viral	1500	39239
novel_Arth_phage_13_frag_16_L1500	novel_Arth_phage_13	novel_Arth_phage	viral	1500	39239
novel_Arth_phage_13_frag_17_L1500	novel_Arth_phage_13	novel_Arth_phage	viral	1500	39239
novel_Arth_phage_13_frag_18_L1500	novel_Arth_phage_13	novel_Arth_phage	viral	1500	39239
novel_Arth_phage_13_frag_19_L1500	novel_Arth_phage_13	novel_Arth_phage	viral	1500	39239
novel_Arth_phage_13_frag_20_L1500	novel_Arth_phage_13	novel_Arth_phage	viral	1500	39239
novel_Arth_phage_13_frag_21_L1500	novel_Arth_phage_13	novel_Arth_phage	viral	1500	39239
novel_Arth_phage_13_frag_22_L1500	novel_Arth_phage_13	novel_Arth_phage	viral	1500	39239
novel_Arth_phage_13_frag_23_L1500	novel_Arth_phage_13	novel_Arth_phage	viral	1500	39239
novel_Arth_phage_13_frag_24_L1500	novel_Arth_phage_13	novel_Arth_phage	viral	1500	39239
novel_Arth_phage_13_frag_25_L1500	novel_Arth_phage_13	novel_Arth_phage	viral	1500	39239
novel_Arth_phage_13_frag_26_L1500	novel_Arth_phage_13	novel_Arth_phage	viral	1500	39239
novel_Clos_phage_10_frag_1_L1500	novel_Clos_phage_10	novel_Clos_phage	viral	1500	40330
novel_Clos_phage_10_frag_2_L1500	novel_Clos_phage_10	novel_Clos_phage	viral	1500	40330
novel_Clos_phage_10_frag_3_L1500	novel_Clos_phage_10	novel_Clos_phage	viral	1500	40330
novel_Clos_phage_10_frag_4_L1500	novel_Clos_phage_10	novel_Clos_phage	viral	1500	40330
novel_Clos_phage_10_frag_5_L1500	novel_Clos_phage_10	novel_Clos_phage	viral	1500	40330
novel_Clos_phage_10_frag_6_L1500	novel_Clos_phage_10	novel_Clos_phage	viral	1500	40330
novel_Clos_phage_10_frag_7_L1500	novel_Clos_phage_10	novel_Clos_phage	viral	1500	40330
novel_Clos_phage_10_frag_8_L1500	novel_Clos_phage_10	novel_Clos_phage	viral	1500	40330
novel_Clos_phage_10_frag_9_L1500	novel_Clos_phage_10	novel_Clos_phage	viral	1500	40330
novel_Clos_phage_10_frag_10_L1500	novel_Clos_phage_10	novel_Clos_phage	viral	1500	40330
novel_Clos_phage_10_frag_11_L1500	novel_Clos_phage_10	novel_Clos_phage	viral	1500	40330
novel_Clos_phage_10_frag_12_L1500	novel_Clos_phage_10	novel_Clos_phage	viral	1500	40330
novel_Clos_phage_10_frag_13_L1500	novel_Clos_phage_10	novel_Clos_phage	viral	1500	40330
novel_Clos_phage_10_frag_14_L1500	novel_Clos_phage_10	novel_Clos_phage	viral	1500	40330
novel_Clos_phage_10_frag_15_L1500	novel_Clos_phage_10	novel_Clos_phage	viral	1500	40330
novel_Clos_phage_10_frag_16_L1500	novel_Clos_phage_10	novel_Clos_phage	viral	1500	40330
novel_Clos_phage_10_frag_17_L1500	novel_Clos_phage_10	novel_Clos_phage	viral	1500	40330
novel_Clos_phage_10_frag_18_L1500	novel_Clos_phage_10	novel_Clos_phage	viral	1500	40330
novel_Clos_phage_10_frag_19_L1500	novel_Clos_phage_10	novel_Clos_phage	viral	1500	40330
novel_Clos_phage_10_frag_20_L1500	novel_Clos_phage_10	novel_Clos_phage	viral	1500	40330
novel_Clos_phage_10_frag_21_L1500	novel_Clos_phage_10	novel_Clos_phage	viral	1500	40330
novel_Clos_phage_10_frag_22_L1500	novel_Clos_phage_10	novel_Clos_phage	viral	1500	40330
novel_Clos_phage_10_frag_23_L1500	novel_Clos_phage_10	novel_Clos_phage	viral	1500	40330
novel_Clos_phage_10_frag_24_L1500	novel_Clos_phage_10	novel_Clos_phage	viral	1500	40330
novel_Clos_phage_10_frag_25_L1500	novel_Clos_phage_10	novel_Clos_phage	viral	1500	40330
novel_Clos_phage_10_frag_26_L1500	novel_Clos_phage_10	novel_Clos_phage	viral	1500	40330
novel_Bac_phage_01_frag_1_L1500	novel_Bac_phage_01	novel_Bac_phage	viral	1500	65142
novel_Bac_phage_01_frag_2_L1500	novel_Bac_phage_01	novel_Bac_phage	viral	1500	65142
novel_Bac_phage_01_frag_3_L1500	novel_Bac_phage_01	novel_Bac_phage	viral	1500	65142
novel_Bac_phage_01_frag_4_L1500	novel_Bac_phage_01	novel_Bac_phage	viral	1500	65142
novel_Bac_phage_01_frag_5_L1500	novel_Bac_phage_01	novel_Bac_phage	viral	1500	65142
novel_Bac_phage_01_frag_6_L1500	novel_Bac_phage_01	novel_Bac_phage	viral	1500	65142
novel_Bac_phage_01_frag_7_L1500	novel_Bac_phage_01	novel_Bac_phage	viral	1500	65142
novel_Bac_phage_01_frag_8_L1500	novel_Bac_phage_01	novel_Bac_phage	viral	1500	65142
novel_Bac_phage_01_frag_9_L1500	novel_Bac_phage_01	novel_Bac_phage	viral	1500	65142
novel_Bac_phage_01_frag_10_L1500	novel_Bac_phage_01	novel_Bac_phage	viral	1500	65142
novel_Bac_phage_01_frag_11_L1500	novel_Bac_phage_01	novel_Bac_phage	viral	1500	65142
novel_Bac_phage_01_frag_12_L1500	novel_Bac_phage_01	novel_Bac_phage	viral	1500	65142
novel_Bac_phage_01_frag_13_L1500	novel_Bac_phage_01	novel_Bac_phage	viral	1500	65142
novel_Bac_phage_01_frag_14_L1500	novel_Bac_phage_01	novel_Bac_phage	viral	1500	65142
novel_Bac_phage_01_frag_15_L1500	novel_Bac_phage_01	novel_Bac_phage	viral	1500	65142
novel_Bac_phage_01_frag_16_L1500	novel_Bac_phage_01	novel_Bac_phage	viral	1500	65142
novel_Bac_phage_01_frag_17_L1500	novel_Bac_phage_01	novel_Bac_phage	viral	1500	65142
novel_Bac_phage_01_frag_18_L1500	novel_Bac_phage_01	novel_Bac_phage	viral	1500	65142
novel_Bac_phage_01_frag_19_L1500	novel_Bac_phage_01	novel_Bac_phage	viral	1500	65142
novel_Bac_phage_01_frag_20_L1500	novel_Bac_phage_01	novel_Bac_phage	viral	1500	65142
novel_Bac_phage_01_frag_21_L1500	novel_Bac_phage_01	novel_Bac_phage	viral	1500	65142
novel_Bac_phage_01_frag_22_L1500	novel_Bac_phage_01	novel_Bac_phage	viral	1500	65142
novel_Bac_phage_01_frag_23_L1500	novel_Bac_phage_01	novel_Bac_phage	viral	1500	65142
novel_Bac_phage_01_frag_24_L1500	novel_Bac_phage_01	novel_Bac_phage	viral	1500	65142
novel_Bac_phage_01_frag_25_L1500	novel_Bac_phage_01	novel_Bac_phage	viral	1500	65142
novel_Bac_phage_01_frag_26_L1500	novel_Bac_phage_01	novel_Bac_phage	viral	1500	65142
novel_Bac_phage_01_frag_27_L1500	novel_Bac_phage_01	novel_Bac_phage	viral	1500	65142
novel_Bac_phage_01_frag_28_L1500	novel_Bac_phage_01	novel_Bac_phage	viral	1500	65142
novel_Bac_phage_01_frag_29_L1500	novel_Bac_phage_01	novel_Bac_phage	viral	1500	65142
novel_Bac_phage_01_frag_30_L1500	novel_Bac_phage_01	novel_Bac_phage	viral	1500	65142
novel_Bac_phage_01_frag_31_L1500	novel_Bac_phage_01	novel_Bac_phage	viral	1500	65142
novel_Bac_phage_01_frag_32_L1500	novel_Bac_phage_01	novel_Bac_phage	viral	1500	65142
novel_Bac_phage_01_frag_33_L1500	novel_Bac_phage_01	novel_Bac_phage	viral	1500	65142
novel_Bac_phage_01_frag_34_L1500	novel_Bac_phage_01	novel_Bac_phage	viral	1500	65142
novel_Bac_phage_01_frag_35_L1500	novel_Bac_phage_01	novel_Bac_phage	viral	1500	65142
novel_Bac_phage_01_frag_36_L1500	novel_Bac_phage_01	novel_Bac_phage	viral	1500	65142
novel_Bac_phage_01_frag_37_L1500	novel_Bac_phage_01	novel_Bac_phage	viral	1500	65142
novel_Bac_phage_01_frag_38_L1500	novel_Bac_phage_01	novel_Bac_phage	viral	1500	65142
novel_Bac_phage_01_frag_39_L1500	novel_Bac_phage_01	novel_Bac_phage	viral	1500	65142
novel_Bac_phage_01_frag_40_L1500	novel_Bac_phage_01	novel_Bac_phage	viral	1500	65142
novel_Bac_phage_01_frag_41_L1500	novel_Bac_phage_01	novel_Bac_phage	viral	1500	65142
novel_Bac_phage_01_frag_42_L1500	novel_Bac_phage_01	novel_Bac_phage	viral	1500	65142
novel_Bac_phage_01_frag_43_L1500	novel_Bac_phage_01	novel_Bac_phage	viral	1500	65142
novel_Cory_phage_02_frag_1_L1500	novel_Cory_phage_02	novel_Cory_phage	viral	1500	65965
novel_Cory_phage_02_frag_2_L1500	novel_Cory_phage_02	novel_Cory_phage	viral	1500	65965
novel_Cory_phage_02_frag_3_L1500	novel_Cory_phage_02	novel_Cory_phage	viral	1500	65965
novel_Cory_phage_02_frag_4_L1500	novel_Cory_phage_02	novel_Cory_phage	viral	1500	65965
novel_Cory_phage_02_frag_5_L1500	novel_Cory_phage_02	novel_Cory_phage	viral	1500	65965
novel_Cory_phage_02_frag_6_L1500	novel_Cory_phage_02	novel_Cory_phage	viral	1500	65965
novel_Cory_phage_02_frag_7_L1500	novel_Cory_phage_02	novel_Cory_phage	viral	1500	65965
novel_Cory_phage_02_frag_8_L1500	novel_Cory_phage_02	novel_Cory_phage	viral	1500	65965
novel_Cory_phage_02_frag_9_L1500	novel_Cory_phage_02	novel_Cory_phage	viral	1500	65965
novel_Cory_phage_02_frag_10_L1500	novel_Cory_phage_02	novel_Cory_phage	viral	1500	65965
novel_Cory_phage_02_frag_11_L1500	novel_Cory_phage_02	novel_Cory_phage	viral	1500	65965
novel_Cory_phage_02_frag_12_L1500	novel_Cory_phage_02	novel_Cory_phage	viral	1500	65965
novel_Cory_phage_02_frag_13_L1500	novel_Cory_phage_02	novel_Cory_phage	viral	1500	65965
novel_Cory_phage_02_frag_14_L1500	novel_Cory_phage_02	novel_Cory_phage	viral	1500	65965
novel_Cory_phage_02_frag_15_L1500	novel_Cory_phage_02	novel_Cory_phage	viral	1500	65965
novel_Cory_phage_02_frag_16_L1500	novel_Cory_phage_02	novel_Cory_phage	viral	1500	65965
novel_Cory_phage_02_frag_17_L1500	novel_Cory_phage_02	novel_Cory_phage	viral	1500	65965
novel_Cory_phage_02_frag_18_L1500	novel_Cory_phage_02	novel_Cory_phage	viral	1500	65965
novel_Cory_phage_02_frag_19_L1500	novel_Cory_phage_02	novel_Cory_phage	viral	1500	65965
novel_Cory_phage_02_frag_20_L1500	novel_Cory_phage_02	novel_Cory_phage	viral	1500	65965
novel_Cory_phage_02_frag_21_L1500	novel_Cory_phage_02	novel_Cory_phage	viral	1500	65965
novel_Cory_phage_02_frag_22_L1500	novel_Cory_phage_02	novel_Cory_phage	viral	1500	65965
novel_Cory_phage_02_frag_23_L1500	novel_Cory_phage_02	novel_Cory_phage	viral	1500	65965
novel_Cory_phage_02_frag_24_L1500	novel_Cory_phage_02	novel_Cory_phage	viral	1500	65965
novel_Cory_phage_02_frag_25_L1500	novel_Cory_phage_02	novel_Cory_phage	viral	1500	65965
novel_Cory_phage_02_frag_26_L1500	novel_Cory_phage_02	novel_Cory_phage	viral	1500	65965
novel_Cory_phage_02_frag_27_L1500	novel_Cory_phage_02	novel_Cory_phage	viral	1500	65965
novel_Cory_phage_02_frag_28_L1500	novel_Cory_phage_02	novel_Cory_phage	viral	1500	65965
novel_Cory_phage_02_frag_29_L1500	novel_Cory_phage_02	novel_Cory_phage	viral	1500	65965
novel_Cory_phage_02_frag_30_L1500	novel_Cory_phage_02	novel_Cory_phage	viral	1500	65965
novel_Cory_phage_02_frag_31_L1500	novel_Cory_phage_02	novel_Cory_phage	viral	1500	65965
novel_Cory_phage_02_frag_32_L1500	novel_Cory_phage_02	novel_Cory_phage	viral	1500	65965
novel_Cory_phage_02_frag_33_L1500	novel_Cory_phage_02	novel_Cory_phage	viral	1500	65965
novel_Cory_phage_02_frag_34_L1500	novel_Cory_phage_02	novel_Cory_phage	viral	1500	65965
novel_Cory_phage_02_frag_35_L1500	novel_Cory_phage_02	novel_Cory_phage	viral	1500	65965
novel_Cory_phage_02_frag_36_L1500	novel_Cory_phage_02	novel_Cory_phage	viral	1500	65965
novel_Cory_phage_02_frag_37_L1500	novel_Cory_phage_02	novel_Cory_phage	viral	1500	65965
novel_Cory_phage_02_frag_38_L1500	novel_Cory_phage_02	novel_Cory_phage	viral	1500	65965
novel_Cory_phage_02_frag_39_L1500	novel_Cory_phage_02	novel_Cory_phage	viral	1500	65965
novel_Cory_phage_02_frag_40_L1500	novel_Cory_phage_02	novel_Cory_phage	viral	1500	65965
novel_Cory_phage_02_frag_41_L1500	novel_Cory_phage_02	novel_Cory_phage	viral	1500	65965
novel_Cory_phage_02_frag_42_L1500	novel_Cory_phage_02	novel_Cory_phage	viral	1500	65965
novel_Cory_phage_02_frag_43_L1500	novel_Cory_phage_02	novel_Cory_phage	viral	1500	65965
novel_Cory_phage_08_frag_1_L1500	novel_Cory_phage_08	novel_Cory_phage	viral	1500	50560
novel_Cory_phage_08_frag_2_L1500	novel_Cory_phage_08	novel_Cory_phage	viral	1500	50560
novel_Cory_phage_08_frag_3_L1500	novel_Cory_phage_08	novel_Cory_phage	viral	1500	50560
novel_Cory_phage_08_frag_4_L1500	novel_Cory_phage_08	novel_Cory_phage	viral	1500	50560
novel_Cory_phage_08_frag_5_L1500	novel_Cory_phage_08	novel_Cory_phage	viral	1500	50560
novel_Cory_phage_08_frag_6_L1500	novel_Cory_phage_08	novel_Cory_phage	viral	1500	50560
novel_Cory_phage_08_frag_7_L1500	novel_Cory_phage_08	novel_Cory_phage	viral	1500	50560
novel_Cory_phage_08_frag_8_L1500	novel_Cory_phage_08	novel_Cory_phage	viral	1500	50560
novel_Cory_phage_08_frag_9_L1500	novel_Cory_phage_08	novel_Cory_phage	viral	1500	50560
novel_Cory_phage_08_frag_10_L1500	novel_Cory_phage_08	novel_Cory_phage	viral	1500	50560
novel_Cory_phage_08_frag_11_L1500	novel_Cory_phage_08	novel_Cory_phage	viral	1500	50560
novel_Cory_phage_08_frag_12_L1500	novel_Cory_phage_08	novel_Cory_phage	viral	1500	50560
novel_Cory_phage_08_frag_13_L1500	novel_Cory_phage_08	novel_Cory_phage	viral	1500	50560
novel_Cory_phage_08_frag_14_L1500	novel_Cory_phage_08	novel_Cory_phage	viral	1500	50560
novel_Cory_phage_08_frag_15_L1500	novel_Cory_phage_08	novel_Cory_phage	viral	1500	50560
novel_Cory_phage_08_frag_16_L1500	novel_Cory_phage_08	novel_Cory_phage	viral	1500	50560
novel_Cory_phage_08_frag_17_L1500	novel_Cory_phage_08	novel_Cory_phage	viral	1500	50560
novel_Cory_phage_08_frag_18_L1500	novel_Cory_phage_08	novel_Cory_phage	viral	1500	50560
novel_Cory_phage_08_frag_19_L1500	novel_Cory_phage_08	novel_Cory_phage	viral	1500	50560
novel_Cory_phage_08_frag_20_L1500	novel_Cory_phage_08	novel_Cory_phage	viral	1500	50560
novel_Cory_phage_08_frag_21_L1500	novel_Cory_phage_08	novel_Cory_phage	viral	1500	50560
novel_Cory_phage_08_frag_22_L1500	novel_Cory_phage_08	novel_Cory_phage	viral	1500	50560
novel_Cory_phage_08_frag_23_L1500	novel_Cory_phage_08	novel_Cory_phage	viral	1500	50560
novel_Cory_phage_08_frag_24_L1500	novel_Cory_phage_08	novel_Cory_phage	viral	1500	50560
novel_Cory_phage_08_frag_25_L1500	novel_Cory_phage_08	novel_Cory_phage	viral	1500	50560
novel_Cory_phage_08_frag_26_L1500	novel_Cory_phage_08	novel_Cory_phage	viral	1500	50560
novel_Cory_phage_08_frag_27_L1500	novel_Cory_phage_08	novel_Cory_phage	viral	1500	50560
novel_Cory_phage_08_frag_28_L1500	novel_Cory_phage_08	novel_Cory_phage	viral	1500	50560
novel_Cory_phage_08_frag_29_L1500	novel_Cory_phage_08	novel_Cory_phage	viral	1500	50560
novel_Cory_phage_08_frag_30_L1500	novel_Cory_phage_08	novel_Cory_phage	viral	1500	50560
novel_Cory_phage_08_frag_31_L1500	novel_Cory_phage_08	novel_Cory_phage	viral	1500	50560
novel_Cory_phage_08_frag_32_L1500	novel_Cory_phage_08	novel_Cory_phage	viral	1500	50560
novel_Cory_phage_08_frag_33_L1500	novel_Cory_phage_08	novel_Cory_phage	viral	1500	50560
novel_Clos_phage_05_frag_1_L1500	novel_Clos_phage_05	novel_Clos_phage	viral	1500	45320
novel_Clos_phage_05_frag_2_L1500	novel_Clos_phage_05	novel_Clos_phage	viral	1500	45320
novel_Clos_phage_05_frag_3_L1500	novel_Clos_phage_05	novel_Clos_phage	viral	1500	45320
novel_Clos_phage_05_frag_4_L1500	novel_Clos_phage_05	novel_Clos_phage	viral	1500	45320
novel_Clos_phage_05_frag_5_L1500	novel_Clos_phage_05	novel_Clos_phage	viral	1500	45320
novel_Clos_phage_05_frag_6_L1500	novel_Clos_phage_05	novel_Clos_phage	viral	1500	45320
novel_Clos_phage_05_frag_7_L1500	novel_Clos_phage_05	novel_Clos_phage	viral	1500	45320
novel_Clos_phage_05_frag_8_L1500	novel_Clos_phage_05	novel_Clos_phage	viral	1500	45320
novel_Clos_phage_05_frag_9_L1500	novel_Clos_phage_05	novel_Clos_phage	viral	1500	45320
novel_Clos_phage_05_frag_10_L1500	novel_Clos_phage_05	novel_Clos_phage	viral	1500	45320
novel_Clos_phage_05_frag_11_L1500	novel_Clos_phage_05	novel_Clos_phage	viral	1500	45320
novel_Clos_phage_05_frag_12_L1500	novel_Clos_phage_05	novel_Clos_phage	viral	1500	45320
novel_Clos_phage_05_frag_13_L1500	novel_Clos_phage_05	novel_Clos_phage	viral	1500	45320
novel_Clos_phage_05_frag_14_L1500	novel_Clos_phage_05	novel_Clos_phage	viral	1500	45320
novel_Clos_phage_05_frag_15_L1500	novel_Clos_phage_05	novel_Clos_phage	viral	1500	45320
novel_Clos_phage_05_frag_16_L1500	novel_Clos_phage_05	novel_Clos_phage	viral	1500	45320
novel_Clos_phage_05_frag_17_L1500	novel_Clos_phage_05	novel_Clos_phage	viral	1500	45320
novel_Clos_phage_05_frag_18_L1500	novel_Clos_phage_05	novel_Clos_phage	viral	1500	45320
novel_Clos_phage_05_frag_19_L1500	novel_Clos_phage_05	novel_Clos_phage	viral	1500	45320
novel_Clos_phage_05_frag_20_L1500	novel_Clos_phage_05	novel_Clos_phage	viral	1500	45320
novel_Clos_phage_05_frag_21_L1500	novel_Clos_phage_05	novel_Clos_phage	viral	1500	45320
novel_Clos_phage_05_frag_22_L1500	novel_Clos_phage_05	novel_Clos_phage	viral	1500	45320
novel_Clos_phage_05_frag_23_L1500	novel_Clos_phage_05	novel_Clos_phage	viral	1500	45320
novel_Clos_phage_05_frag_24_L1500	novel_Clos_phage_05	novel_Clos_phage	viral	1500	45320
novel_Clos_phage_05_frag_25_L1500	novel_Clos_phage_05	novel_Clos_phage	viral	1500	45320
novel_Clos_phage_05_frag_26_L1500	novel_Clos_phage_05	novel_Clos_phage	viral	1500	45320
novel_Clos_phage_05_frag_27_L1500	novel_Clos_phage_05	novel_Clos_phage	viral	1500	45320
novel_Clos_phage_05_frag_28_L1500	novel_Clos_phage_05	novel_Clos_phage	viral	1500	45320
novel_Clos_phage_05_frag_29_L1500	novel_Clos_phage_05	novel_Clos_phage	viral	1500	45320
novel_Clos_phage_05_frag_30_L1500	novel_Clos_phage_05	novel_Clos_phage	viral	1500	45320
novel_Lcoc_phage_15_frag_1_L1500	novel_Lcoc_phage_15	novel_Lcoc_phage	viral	1500	49152
novel_Lcoc_phage_15_frag_2_L1500	novel_Lcoc_phage_15	novel_Lcoc_phage	viral	1500	49152
novel_Lcoc_phage_15_frag_3_L1500	novel_Lcoc_phage_15	novel_Lcoc_phage	viral	1500	49152
novel_Lcoc_phage_15_frag_4_L1500	novel_Lcoc_phage_15	novel_Lcoc_phage	viral	1500	49152
novel_Lcoc_phage_15_frag_5_L1500	novel_Lcoc_phage_15	novel_Lcoc_phage	viral	1500	49152
novel_Lcoc_phage_15_frag_6_L1500	novel_Lcoc_phage_15	novel_Lcoc_phage	viral	1500	49152
novel_Lcoc_phage_15_frag_7_L1500	novel_Lcoc_phage_15	novel_Lcoc_phage	viral	1500	49152
novel_Lcoc_phage_15_frag_8_L1500	novel_Lcoc_phage_15	novel_Lcoc_phage	viral	1500	49152
novel_Lcoc_phage_15_frag_9_L1500	novel_Lcoc_phage_15	novel_Lcoc_phage	viral	1500	49152
novel_Lcoc_phage_15_frag_10_L1500	novel_Lcoc_phage_15	novel_Lcoc_phage	viral	1500	49152
novel_Lcoc_phage_15_frag_11_L1500	novel_Lcoc_phage_15	novel_Lcoc_phage	viral	1500	49152
novel_Lcoc_phage_15_frag_12_L1500	novel_Lcoc_phage_15	novel_Lcoc_phage	viral	1500	49152
novel_Lcoc_phage_15_frag_13_L1500	novel_Lcoc_phage_15	novel_Lcoc_phage	viral	1500	49152
novel_Lcoc_phage_15_frag_14_L1500	novel_Lcoc_phage_15	novel_Lcoc_phage	viral	1500	49152
novel_Lcoc_phage_15_frag_15_L1500	novel_Lcoc_phage_15	novel_Lcoc_phage	viral	1500	49152
novel_Lcoc_phage_15_frag_16_L1500	novel_Lcoc_phage_15	novel_Lcoc_phage	viral	1500	49152
novel_Lcoc_phage_15_frag_17_L1500	novel_Lcoc_phage_15	novel_Lcoc_phage	viral	1500	49152
novel_Lcoc_phage_15_frag_18_L1500	novel_Lcoc_phage_15	novel_Lcoc_phage	viral	1500	49152
novel_Lcoc_phage_15_frag_19_L1500	novel_Lcoc_phage_15	novel_Lcoc_phage	viral	1500	49152
novel_Lcoc_phage_15_frag_20_L1500	novel_Lcoc_phage_15	novel_Lcoc_phage	viral	1500	49152
novel_Lcoc_phage_15_frag_21_L1500	novel_Lcoc_phage_15	novel_Lcoc_phage	viral	1500	49152
novel_Lcoc_phage_15_frag_22_L1500	novel_Lcoc_phage_15	novel_Lcoc_phage	viral	1500	49152
novel_Lcoc_phage_15_frag_23_L1500	novel_Lcoc_phage_15	novel_Lcoc_phage	viral	1500	49152
novel_Lcoc_phage_15_frag_24_L1500	novel_Lcoc_phage_15	novel_Lcoc_phage	viral	1500	49152
novel_Lcoc_phage_15_frag_25_L1500	novel_Lcoc_phage_15	novel_Lcoc_phage	viral	1500	49152
novel_Lcoc_phage_15_frag_26_L1500	novel_Lcoc_phage_15	novel_Lcoc_phage	viral	1500	49152
novel_Lcoc_phage_15_frag_27_L1500	novel_Lcoc_phage_15	novel_Lcoc_phage	viral	1500	49152
